"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," １００歳以上","長崎県","男女総数","22"
"全域","1980年"," １００歳以上","熊本県","男女総数","34"
"全域","1980年"," １００歳以上","大分県","男女総数","15"
"全域","1980年"," １００歳以上","宮崎県","男女総数","16"
"全域","1980年"," １００歳以上","鹿児島県","男女総数","42"
"全域","1980年"," １００歳以上","沖縄県","男女総数","39"
"全域","1980年"," 年齢不詳","全国","男女総数","71363"
"全域","1980年"," 年齢不詳","全国市部","男女総数","69617"
"全域","1980年"," 年齢不詳","全国郡部","男女総数","1746"
"全域","1980年"," 年齢不詳","北海道","男女総数","2130"
"全域","1980年"," 年齢不詳","青森県","男女総数","151"
"全域","1980年"," 年齢不詳","岩手県","男女総数","125"
"全域","1980年"," 年齢不詳","宮城県","男女総数","1582"
"全域","1980年"," 年齢不詳","秋田県","男女総数","81"
"全域","1980年"," 年齢不詳","山形県","男女総数","8"
"全域","1980年"," 年齢不詳","福島県","男女総数","127"
"全域","1980年"," 年齢不詳","茨城県","男女総数","607"
"全域","1980年"," 年齢不詳","栃木県","男女総数","422"
"全域","1980年"," 年齢不詳","群馬県","男女総数","73"
"全域","1980年"," 年齢不詳","埼玉県","男女総数","3635"
"全域","1980年"," 年齢不詳","千葉県","男女総数","4222"
"全域","1980年"," 年齢不詳","東京都","男女総数","21070"
"全域","1980年"," 年齢不詳","神奈川県","男女総数","5695"
"全域","1980年"," 年齢不詳","新潟県","男女総数","396"
"全域","1980年"," 年齢不詳","富山県","男女総数","18"
"全域","1980年"," 年齢不詳","石川県","男女総数","658"
"全域","1980年"," 年齢不詳","福井県","男女総数","77"
"全域","1980年"," 年齢不詳","山梨県","男女総数","181"
"全域","1980年"," 年齢不詳","長野県","男女総数","9"
"全域","1980年"," 年齢不詳","岐阜県","男女総数","91"
"全域","1980年"," 年齢不詳","静岡県","男女総数","255"
"全域","1980年"," 年齢不詳","愛知県","男女総数","1761"
"全域","1980年"," 年齢不詳","三重県","男女総数","136"
"全域","1980年"," 年齢不詳","滋賀県","男女総数","101"
"全域","1980年"," 年齢不詳","京都府","男女総数","363"
"全域","1980年"," 年齢不詳","大阪府","男女総数","9202"
"全域","1980年"," 年齢不詳","兵庫県","男女総数","7387"
"全域","1980年"," 年齢不詳","奈良県","男女総数","818"
"全域","1980年"," 年齢不詳","和歌山県","男女総数","405"
"全域","1980年"," 年齢不詳","鳥取県","男女総数","172"
"全域","1980年"," 年齢不詳","島根県","男女総数","68"
"全域","1980年"," 年齢不詳","岡山県","男女総数","228"
"全域","1980年"," 年齢不詳","広島県","男女総数","1010"
"全域","1980年"," 年齢不詳","山口県","男女総数","378"
"全域","1980年"," 年齢不詳","徳島県","男女総数","283"
"全域","1980年"," 年齢不詳","香川県","男女総数","298"
"全域","1980年"," 年齢不詳","愛媛県","男女総数","245"
"全域","1980年"," 年齢不詳","高知県","男女総数","730"
"全域","1980年"," 年齢不詳","福岡県","男女総数","4135"
"全域","1980年"," 年齢不詳","佐賀県","男女総数","48"
"全域","1980年"," 年齢不詳","長崎県","男女総数","333"
"全域","1980年"," 年齢不詳","熊本県","男女総数","171"
"全域","1980年"," 年齢不詳","大分県","男女総数","153"
"全域","1980年"," 年齢不詳","宮崎県","男女総数","109"
"全域","1980年"," 年齢不詳","鹿児島県","男女総数","43"
"全域","1980年"," 年齢不詳","沖縄県","男女総数","1173"
"全域","1980年","総数","全国","男","57593769"
"全域","1980年","総数","全国市部","男","44026960"
"全域","1980年","総数","全国郡部","男","13566809"
"全域","1980年","総数","北海道","男","2737089"
"全域","1980年","総数","青森県","男","735444"
"全域","1980年","総数","岩手県","男","688460"
"全域","1980年","総数","宮城県","男","1025903"
"全域","1980年","総数","秋田県","男","603403"
"全域","1980年","総数","山形県","男","605407"
"全域","1980年","総数","福島県","男","990575"
"全域","1980年","総数","茨城県","男","1272533"
"全域","1980年","総数","栃木県","男","885573"
"全域","1980年","総数","群馬県","男","908871"
"全域","1980年","総数","埼玉県","男","2739175"
"全域","1980年","総数","千葉県","男","2383157"
"全域","1980年","総数","東京都","男","5856280"
"全域","1980年","総数","神奈川県","男","3536021"
"全域","1980年","総数","新潟県","男","1193653"
"全域","1980年","総数","富山県","男","532686"
"全域","1980年","総数","石川県","男","542782"
"全域","1980年","総数","福井県","男","384269"
"全域","1980年","総数","山梨県","男","391649"
"全域","1980年","総数","長野県","男","1008885"
"全域","1980年","総数","岐阜県","男","954018"
"全域","1980年","総数","静岡県","男","1695778"
"全域","1980年","総数","愛知県","男","3112306"
"全域","1980年","総数","三重県","男","817578"
"全域","1980年","総数","滋賀県","男","529208"
"全域","1980年","総数","京都府","男","1238365"
"全域","1980年","総数","大阪府","男","4203838"
"全域","1980年","総数","兵庫県","男","2512358"
"全域","1980年","総数","奈良県","男","587067"
"全域","1980年","総数","和歌山県","男","523467"
"全域","1980年","総数","鳥取県","男","289946"
"全域","1980年","総数","島根県","男","377499"
"全域","1980年","総数","岡山県","男","905477"
"全域","1980年","総数","広島県","男","1336806"
"全域","1980年","総数","山口県","男","759255"
"全域","1980年","総数","徳島県","男","395994"
"全域","1980年","総数","香川県","男","481104"
"全域","1980年","総数","愛媛県","男","718517"
"全域","1980年","総数","高知県","男","396418"
"全域","1980年","総数","福岡県","男","2200450"
"全域","1980年","総数","佐賀県","男","410912"
"全域","1980年","総数","長崎県","男","758374"
"全域","1980年","総数","熊本県","男","850831"
"全域","1980年","総数","大分県","男","583097"
"全域","1980年","総数","宮崎県","男","550207"
"全域","1980年","総数","鹿児島県","男","839392"
"全域","1980年","総数","沖縄県","男","543692"
"全域","1980年"," ０歳","全国","男","813741"
"全域","1980年"," ０歳","全国市部","男","627078"
"全域","1980年"," ０歳","全国郡部","男","186663"
"全域","1980年"," ０歳","北海道","男","39057"
"全域","1980年"," ０歳","青森県","男","11039"
"全域","1980年"," ０歳","岩手県","男","9866"
"全域","1980年"," ０歳","宮城県","男","15927"
"全域","1980年"," ０歳","秋田県","男","8458"
"全域","1980年"," ０歳","山形県","男","8509"
"全域","1980年"," ０歳","福島県","男","15022"
"全域","1980年"," ０歳","茨城県","男","18559"
"全域","1980年"," ０歳","栃木県","男","13455"
"全域","1980年"," ０歳","群馬県","男","12958"
"全域","1980年"," ０歳","埼玉県","男","39475"
"全域","1980年"," ０歳","千葉県","男","34545"
"全域","1980年"," ０歳","東京都","男","70617"
"全域","1980年"," ０歳","神奈川県","男","48887"
"全域","1980年"," ０歳","新潟県","男","16884"
"全域","1980年"," ０歳","富山県","男","7070"
"全域","1980年"," ０歳","石川県","男","7817"
"全域","1980年"," ０歳","福井県","男","5525"
"全域","1980年"," ０歳","山梨県","男","5152"
"全域","1980年"," ０歳","長野県","男","14078"
"全域","1980年"," ０歳","岐阜県","男","13332"
"全域","1980年"," ０歳","静岡県","男","24650"
"全域","1980年"," ０歳","愛知県","男","45382"
"全域","1980年"," ０歳","三重県","男","10939"
"全域","1980年"," ０歳","滋賀県","男","8412"
"全域","1980年"," ０歳","京都府","男","16788"
"全域","1980年"," ０歳","大阪府","男","58006"
"全域","1980年"," ０歳","兵庫県","男","35868"
"全域","1980年"," ０歳","奈良県","男","8092"
"全域","1980年"," ０歳","和歌山県","男","6946"
"全域","1980年"," ０歳","鳥取県","男","4317"
"全域","1980年"," ０歳","島根県","男","5084"
"全域","1980年"," ０歳","岡山県","男","12541"
"全域","1980年"," ０歳","広島県","男","19194"
"全域","1980年"," ０歳","山口県","男","10220"
"全域","1980年"," ０歳","徳島県","男","5398"
"全域","1980年"," ０歳","香川県","男","6791"
"全域","1980年"," ０歳","愛媛県","男","10139"
"全域","1980年"," ０歳","高知県","男","4945"
"全域","1980年"," ０歳","福岡県","男","33388"
"全域","1980年"," ０歳","佐賀県","男","6590"
"全域","1980年"," ０歳","長崎県","男","11328"
"全域","1980年"," ０歳","熊本県","男","12518"
"全域","1980年"," ０歳","大分県","男","8382"
"全域","1980年"," ０歳","宮崎県","男","8825"
"全域","1980年"," ０歳","鹿児島県","男","12453"
"全域","1980年"," ０歳","沖縄県","男","10313"
"全域","1980年"," １歳","全国","男","839734"
"全域","1980年"," １歳","全国市部","男","645579"
"全域","1980年"," １歳","全国郡部","男","194155"
"全域","1980年"," １歳","北海道","男","40575"
"全域","1980年"," １歳","青森県","男","11193"
"全域","1980年"," １歳","岩手県","男","10201"
"全域","1980年"," １歳","宮城県","男","16183"
"全域","1980年"," １歳","秋田県","男","8647"
"全域","1980年"," １歳","山形県","男","8744"
"全域","1980年"," １歳","福島県","男","15366"
"全域","1980年"," １歳","茨城県","男","19400"
"全域","1980年"," １歳","栃木県","男","13834"
"全域","1980年"," １歳","群馬県","男","13676"
"全域","1980年"," １歳","埼玉県","男","42301"
"全域","1980年"," １歳","千葉県","男","36696"
"全域","1980年"," １歳","東京都","男","71306"
"全域","1980年"," １歳","神奈川県","男","51447"
"全域","1980年"," １歳","新潟県","男","17353"
"全域","1980年"," １歳","富山県","男","7301"
"全域","1980年"," １歳","石川県","男","8063"
"全域","1980年"," １歳","福井県","男","5580"
"全域","1980年"," １歳","山梨県","男","5353"
"全域","1980年"," １歳","長野県","男","14342"
"全域","1980年"," １歳","岐阜県","男","13962"
"全域","1980年"," １歳","静岡県","男","25463"
"全域","1980年"," １歳","愛知県","男","46807"
"全域","1980年"," １歳","三重県","男","11422"
"全域","1980年"," １歳","滋賀県","男","8465"
"全域","1980年"," １歳","京都府","男","17625"
"全域","1980年"," １歳","大阪府","男","59541"
"全域","1980年"," １歳","兵庫県","男","36863"
"全域","1980年"," １歳","奈良県","男","8542"
"全域","1980年"," １歳","和歌山県","男","7006"
"全域","1980年"," １歳","鳥取県","男","4256"
"全域","1980年"," １歳","島根県","男","5225"
"全域","1980年"," １歳","岡山県","男","12928"
"全域","1980年"," １歳","広島県","男","19542"
"全域","1980年"," １歳","山口県","男","10584"
"全域","1980年"," １歳","徳島県","男","5533"
"全域","1980年"," １歳","香川県","男","6924"
"全域","1980年"," １歳","愛媛県","男","10412"
"全域","1980年"," １歳","高知県","男","5300"
"全域","1980年"," １歳","福岡県","男","33997"
"全域","1980年"," １歳","佐賀県","男","6536"
"全域","1980年"," １歳","長崎県","男","12009"
"全域","1980年"," １歳","熊本県","男","12685"
"全域","1980年"," １歳","大分県","男","8716"
"全域","1980年"," １歳","宮崎県","男","8972"
"全域","1980年"," １歳","鹿児島県","男","12563"
"全域","1980年"," １歳","沖縄県","男","10295"
"全域","1980年"," ２歳","全国","男","873852"
"全域","1980年"," ２歳","全国市部","男","671144"
"全域","1980年"," ２歳","全国郡部","男","202708"
"全域","1980年"," ２歳","北海道","男","41752"
"全域","1980年"," ２歳","青森県","男","11535"
"全域","1980年"," ２歳","岩手県","男","10647"
"全域","1980年"," ２歳","宮城県","男","16377"
"全域","1980年"," ２歳","秋田県","男","8842"
"全域","1980年"," ２歳","山形県","男","8989"
"全域","1980年"," ２歳","福島県","男","15642"
"全域","1980年"," ２歳","茨城県","男","20463"
"全域","1980年"," ２歳","栃木県","男","14230"
"全域","1980年"," ２歳","群馬県","男","14131"
"全域","1980年"," ２歳","埼玉県","男","45016"
"全域","1980年"," ２歳","千葉県","男","38629"
"全域","1980年"," ２歳","東京都","男","73377"
"全域","1980年"," ２歳","神奈川県","男","52940"
"全域","1980年"," ２歳","新潟県","男","18209"
"全域","1980年"," ２歳","富山県","男","7985"
"全域","1980年"," ２歳","石川県","男","8464"
"全域","1980年"," ２歳","福井県","男","5936"
"全域","1980年"," ２歳","山梨県","男","5749"
"全域","1980年"," ２歳","長野県","男","15483"
"全域","1980年"," ２歳","岐阜県","男","14723"
"全域","1980年"," ２歳","静岡県","男","26693"
"全域","1980年"," ２歳","愛知県","男","48705"
"全域","1980年"," ２歳","三重県","男","11997"
"全域","1980年"," ２歳","滋賀県","男","9115"
"全域","1980年"," ２歳","京都府","男","18533"
"全域","1980年"," ２歳","大阪府","男","62708"
"全域","1980年"," ２歳","兵庫県","男","38330"
"全域","1980年"," ２歳","奈良県","男","9213"
"全域","1980年"," ２歳","和歌山県","男","7603"
"全域","1980年"," ２歳","鳥取県","男","4351"
"全域","1980年"," ２歳","島根県","男","5551"
"全域","1980年"," ２歳","岡山県","男","13540"
"全域","1980年"," ２歳","広島県","男","20600"
"全域","1980年"," ２歳","山口県","男","10963"
"全域","1980年"," ２歳","徳島県","男","5619"
"全域","1980年"," ２歳","香川県","男","7215"
"全域","1980年"," ２歳","愛媛県","男","10914"
"全域","1980年"," ２歳","高知県","男","5548"
"全域","1980年"," ２歳","福岡県","男","34837"
"全域","1980年"," ２歳","佐賀県","男","6501"
"全域","1980年"," ２歳","長崎県","男","12009"
"全域","1980年"," ２歳","熊本県","男","12753"
"全域","1980年"," ２歳","大分県","男","9040"
"全域","1980年"," ２歳","宮崎県","男","9217"
"全域","1980年"," ２歳","鹿児島県","男","12788"
"全域","1980年"," ２歳","沖縄県","男","10390"
"全域","1980年"," ３歳","全国","男","896520"
"全域","1980年"," ３歳","全国市部","男","687809"
"全域","1980年"," ３歳","全国郡部","男","208711"
"全域","1980年"," ３歳","北海道","男","42507"
"全域","1980年"," ３歳","青森県","男","11696"
"全域","1980年"," ３歳","岩手県","男","10740"
"全域","1980年"," ３歳","宮城県","男","16644"
"全域","1980年"," ３歳","秋田県","男","9042"
"全域","1980年"," ３歳","山形県","男","9123"
"全域","1980年"," ３歳","福島県","男","15817"
"全域","1980年"," ３歳","茨城県","男","20971"
"全域","1980年"," ３歳","栃木県","男","14709"
"全域","1980年"," ３歳","群馬県","男","14421"
"全域","1980年"," ３歳","埼玉県","男","46376"
"全域","1980年"," ３歳","千葉県","男","39833"
"全域","1980年"," ３歳","東京都","男","73657"
"全域","1980年"," ３歳","神奈川県","男","55199"
"全域","1980年"," ３歳","新潟県","男","18489"
"全域","1980年"," ３歳","富山県","男","8182"
"全域","1980年"," ３歳","石川県","男","8875"
"全域","1980年"," ３歳","福井県","男","5961"
"全域","1980年"," ３歳","山梨県","男","5701"
"全域","1980年"," ３歳","長野県","男","15619"
"全域","1980年"," ３歳","岐阜県","男","15240"
"全域","1980年"," ３歳","静岡県","男","27196"
"全域","1980年"," ３歳","愛知県","男","50223"
"全域","1980年"," ３歳","三重県","男","12410"
"全域","1980年"," ３歳","滋賀県","男","9125"
"全域","1980年"," ３歳","京都府","男","18798"
"全域","1980年"," ３歳","大阪府","男","64904"
"全域","1980年"," ３歳","兵庫県","男","40109"
"全域","1980年"," ３歳","奈良県","男","9442"
"全域","1980年"," ３歳","和歌山県","男","7743"
"全域","1980年"," ３歳","鳥取県","男","4415"
"全域","1980年"," ３歳","島根県","男","5706"
"全域","1980年"," ３歳","岡山県","男","13936"
"全域","1980年"," ３歳","広島県","男","21141"
"全域","1980年"," ３歳","山口県","男","11578"
"全域","1980年"," ３歳","徳島県","男","5773"
"全域","1980年"," ３歳","香川県","男","7445"
"全域","1980年"," ３歳","愛媛県","男","11235"
"全域","1980年"," ３歳","高知県","男","5872"
"全域","1980年"," ３歳","福岡県","男","35247"
"全域","1980年"," ３歳","佐賀県","男","6750"
"全域","1980年"," ３歳","長崎県","男","12240"
"全域","1980年"," ３歳","熊本県","男","13249"
"全域","1980年"," ３歳","大分県","男","9343"
"全域","1980年"," ３歳","宮崎県","男","9606"
"全域","1980年"," ３歳","鹿児島県","男","13100"
"全域","1980年"," ３歳","沖縄県","男","11132"
"全域","1980年"," ４歳","全国","男","942253"
"全域","1980年"," ４歳","全国市部","男","723594"
"全域","1980年"," ４歳","全国郡部","男","218659"
"全域","1980年"," ４歳","北海道","男","44546"
"全域","1980年"," ４歳","青森県","男","11986"
"全域","1980年"," ４歳","岩手県","男","11204"
"全域","1980年"," ４歳","宮城県","男","17211"
"全域","1980年"," ４歳","秋田県","男","9184"
"全域","1980年"," ４歳","山形県","男","9266"
"全域","1980年"," ４歳","福島県","男","16521"
"全域","1980年"," ４歳","茨城県","男","21595"
"全域","1980年"," ４歳","栃木県","男","15327"
"全域","1980年"," ４歳","群馬県","男","15318"
"全域","1980年"," ４歳","埼玉県","男","50153"
"全域","1980年"," ４歳","千葉県","男","42257"
"全域","1980年"," ４歳","東京都","男","77361"
"全域","1980年"," ４歳","神奈川県","男","57783"
"全域","1980年"," ４歳","新潟県","男","19247"
"全域","1980年"," ４歳","富山県","男","8904"
"全域","1980年"," ４歳","石川県","男","9443"
"全域","1980年"," ４歳","福井県","男","6328"
"全域","1980年"," ４歳","山梨県","男","6077"
"全域","1980年"," ４歳","長野県","男","16235"
"全域","1980年"," ４歳","岐阜県","男","16058"
"全域","1980年"," ４歳","静岡県","男","29128"
"全域","1980年"," ４歳","愛知県","男","53418"
"全域","1980年"," ４歳","三重県","男","13273"
"全域","1980年"," ４歳","滋賀県","男","9463"
"全域","1980年"," ４歳","京都府","男","19930"
"全域","1980年"," ４歳","大阪府","男","68789"
"全域","1980年"," ４歳","兵庫県","男","41757"
"全域","1980年"," ４歳","奈良県","男","9919"
"全域","1980年"," ４歳","和歌山県","男","8341"
"全域","1980年"," ４歳","鳥取県","男","4551"
"全域","1980年"," ４歳","島根県","男","5819"
"全域","1980年"," ４歳","岡山県","男","15097"
"全域","1980年"," ４歳","広島県","男","22801"
"全域","1980年"," ４歳","山口県","男","12305"
"全域","1980年"," ４歳","徳島県","男","6034"
"全域","1980年"," ４歳","香川県","男","7867"
"全域","1980年"," ４歳","愛媛県","男","11767"
"全域","1980年"," ４歳","高知県","男","6137"
"全域","1980年"," ４歳","福岡県","男","36589"
"全域","1980年"," ４歳","佐賀県","男","6815"
"全域","1980年"," ４歳","長崎県","男","12946"
"全域","1980年"," ４歳","熊本県","男","13497"
"全域","1980年"," ４歳","大分県","男","9757"
"全域","1980年"," ４歳","宮崎県","男","9712"
"全域","1980年"," ４歳","鹿児島県","男","13366"
"全域","1980年"," ４歳","沖縄県","男","11171"
"全域","1980年"," ５歳","全国","男","987894"
"全域","1980年"," ５歳","全国市部","男","760375"
"全域","1980年"," ５歳","全国郡部","男","227519"
"全域","1980年"," ５歳","北海道","男","47232"
"全域","1980年"," ５歳","青森県","男","12559"
"全域","1980年"," ５歳","岩手県","男","11532"
"全域","1980年"," ５歳","宮城県","男","17292"
"全域","1980年"," ５歳","秋田県","男","9170"
"全域","1980年"," ５歳","山形県","男","9213"
"全域","1980年"," ５歳","福島県","男","16671"
"全域","1980年"," ５歳","茨城県","男","22872"
"全域","1980年"," ５歳","栃木県","男","15916"
"全域","1980年"," ５歳","群馬県","男","15629"
"全域","1980年"," ５歳","埼玉県","男","53471"
"全域","1980年"," ５歳","千葉県","男","44680"
"全域","1980年"," ５歳","東京都","男","81975"
"全域","1980年"," ５歳","神奈川県","男","60895"
"全域","1980年"," ５歳","新潟県","男","19389"
"全域","1980年"," ５歳","富山県","男","9177"
"全域","1980年"," ５歳","石川県","男","9953"
"全域","1980年"," ５歳","福井県","男","6526"
"全域","1980年"," ５歳","山梨県","男","6369"
"全域","1980年"," ５歳","長野県","男","17018"
"全域","1980年"," ５歳","岐阜県","男","17146"
"全域","1980年"," ５歳","静岡県","男","30417"
"全域","1980年"," ５歳","愛知県","男","56375"
"全域","1980年"," ５歳","三重県","男","13857"
"全域","1980年"," ５歳","滋賀県","男","9981"
"全域","1980年"," ５歳","京都府","男","20879"
"全域","1980年"," ５歳","大阪府","男","73440"
"全域","1980年"," ５歳","兵庫県","男","44492"
"全域","1980年"," ５歳","奈良県","男","10677"
"全域","1980年"," ５歳","和歌山県","男","8635"
"全域","1980年"," ５歳","鳥取県","男","4867"
"全域","1980年"," ５歳","島根県","男","6046"
"全域","1980年"," ５歳","岡山県","男","15675"
"全域","1980年"," ５歳","広島県","男","23929"
"全域","1980年"," ５歳","山口県","男","12733"
"全域","1980年"," ５歳","徳島県","男","6277"
"全域","1980年"," ５歳","香川県","男","8346"
"全域","1980年"," ５歳","愛媛県","男","12474"
"全域","1980年"," ５歳","高知県","男","6272"
"全域","1980年"," ５歳","福岡県","男","37806"
"全域","1980年"," ５歳","佐賀県","男","7243"
"全域","1980年"," ５歳","長崎県","男","13553"
"全域","1980年"," ５歳","熊本県","男","14079"
"全域","1980年"," ５歳","大分県","男","9783"
"全域","1980年"," ５歳","宮崎県","男","9859"
"全域","1980年"," ５歳","鹿児島県","男","13745"
"全域","1980年"," ５歳","沖縄県","男","11769"
"全域","1980年"," ６歳","全国","男","1043386"
"全域","1980年"," ６歳","全国市部","男","805392"
"全域","1980年"," ６歳","全国郡部","男","237994"
"全域","1980年"," ６歳","北海道","男","48357"
"全域","1980年"," ６歳","青森県","男","13008"
"全域","1980年"," ６歳","岩手県","男","11840"
"全域","1980年"," ６歳","宮城県","男","17958"
"全域","1980年"," ６歳","秋田県","男","9500"
"全域","1980年"," ６歳","山形県","男","9419"
"全域","1980年"," ６歳","福島県","男","17317"
"全域","1980年"," ６歳","茨城県","男","24237"
"全域","1980年"," ６歳","栃木県","男","16809"
"全域","1980年"," ６歳","群馬県","男","16859"
"全域","1980年"," ６歳","埼玉県","男","57150"
"全域","1980年"," ６歳","千葉県","男","47483"
"全域","1980年"," ６歳","東京都","男","88155"
"全域","1980年"," ６歳","神奈川県","男","65565"
"全域","1980年"," ６歳","新潟県","男","20141"
"全域","1980年"," ６歳","富山県","男","9677"
"全域","1980年"," ６歳","石川県","男","10378"
"全域","1980年"," ６歳","福井県","男","6789"
"全域","1980年"," ６歳","山梨県","男","6518"
"全域","1980年"," ６歳","長野県","男","17887"
"全域","1980年"," ６歳","岐阜県","男","17925"
"全域","1980年"," ６歳","静岡県","男","31504"
"全域","1980年"," ６歳","愛知県","男","60310"
"全域","1980年"," ６歳","三重県","男","14564"
"全域","1980年"," ６歳","滋賀県","男","10347"
"全域","1980年"," ６歳","京都府","男","22231"
"全域","1980年"," ６歳","大阪府","男","79469"
"全域","1980年"," ６歳","兵庫県","男","46995"
"全域","1980年"," ６歳","奈良県","男","11398"
"全域","1980年"," ６歳","和歌山県","男","9380"
"全域","1980年"," ６歳","鳥取県","男","4965"
"全域","1980年"," ６歳","島根県","男","6322"
"全域","1980年"," ６歳","岡山県","男","16369"
"全域","1980年"," ６歳","広島県","男","25167"
"全域","1980年"," ６歳","山口県","男","13576"
"全域","1980年"," ６歳","徳島県","男","6470"
"全域","1980年"," ６歳","香川県","男","8711"
"全域","1980年"," ６歳","愛媛県","男","12887"
"全域","1980年"," ６歳","高知県","男","6693"
"全域","1980年"," ６歳","福岡県","男","39724"
"全域","1980年"," ６歳","佐賀県","男","7273"
"全域","1980年"," ６歳","長崎県","男","14007"
"全域","1980年"," ６歳","熊本県","男","14461"
"全域","1980年"," ６歳","大分県","男","10234"
"全域","1980年"," ６歳","宮崎県","男","10442"
"全域","1980年"," ６歳","鹿児島県","男","14493"
"全域","1980年"," ６歳","沖縄県","男","12422"
"全域","1980年"," ７歳","全国","男","1057899"
"全域","1980年"," ７歳","全国市部","男","819403"
"全域","1980年"," ７歳","全国郡部","男","238496"
"全域","1980年"," ７歳","北海道","男","48645"
"全域","1980年"," ７歳","青森県","男","13275"
"全域","1980年"," ７歳","岩手県","男","11883"
"全域","1980年"," ７歳","宮城県","男","17774"
"全域","1980年"," ７歳","秋田県","男","9264"
"全域","1980年"," ７歳","山形県","男","9394"
"全域","1980年"," ７歳","福島県","男","16900"
"全域","1980年"," ７歳","茨城県","男","24380"
"全域","1980年"," ７歳","栃木県","男","16779"
"全域","1980年"," ７歳","群馬県","男","17146"
"全域","1980年"," ７歳","埼玉県","男","59265"
"全域","1980年"," ７歳","千葉県","男","48787"
"全域","1980年"," ７歳","東京都","男","92091"
"全域","1980年"," ７歳","神奈川県","男","67581"
"全域","1980年"," ７歳","新潟県","男","20020"
"全域","1980年"," ７歳","富山県","男","9810"
"全域","1980年"," ７歳","石川県","男","10473"
"全域","1980年"," ７歳","福井県","男","7043"
"全域","1980年"," ７歳","山梨県","男","6562"
"全域","1980年"," ７歳","長野県","男","17491"
"全域","1980年"," ７歳","岐阜県","男","18187"
"全域","1980年"," ７歳","静岡県","男","32159"
"全域","1980年"," ７歳","愛知県","男","61048"
"全域","1980年"," ７歳","三重県","男","15060"
"全域","1980年"," ７歳","滋賀県","男","10143"
"全域","1980年"," ７歳","京都府","男","22606"
"全域","1980年"," ７歳","大阪府","男","81018"
"全域","1980年"," ７歳","兵庫県","男","48025"
"全域","1980年"," ７歳","奈良県","男","11560"
"全域","1980年"," ７歳","和歌山県","男","9462"
"全域","1980年"," ７歳","鳥取県","男","4830"
"全域","1980年"," ７歳","島根県","男","6372"
"全域","1980年"," ７歳","岡山県","男","16473"
"全域","1980年"," ７歳","広島県","男","25578"
"全域","1980年"," ７歳","山口県","男","13616"
"全域","1980年"," ７歳","徳島県","男","6486"
"全域","1980年"," ７歳","香川県","男","8768"
"全域","1980年"," ７歳","愛媛県","男","13038"
"全域","1980年"," ７歳","高知県","男","6808"
"全域","1980年"," ７歳","福岡県","男","39725"
"全域","1980年"," ７歳","佐賀県","男","7320"
"全域","1980年"," ７歳","長崎県","男","14019"
"全域","1980年"," ７歳","熊本県","男","14152"
"全域","1980年"," ７歳","大分県","男","10476"
"全域","1980年"," ７歳","宮崎県","男","10089"
"全域","1980年"," ７歳","鹿児島県","男","14230"
"全域","1980年"," ７歳","沖縄県","男","12088"
"全域","1980年"," ８歳","全国","男","1038900"
"全域","1980年"," ８歳","全国市部","男","805713"
"全域","1980年"," ８歳","全国郡部","男","233187"
"全域","1980年"," ８歳","北海道","男","47760"
"全域","1980年"," ８歳","青森県","男","13247"
"全域","1980年"," ８歳","岩手県","男","11489"
"全域","1980年"," ８歳","宮城県","男","17125"
"全域","1980年"," ８歳","秋田県","男","9104"
"全域","1980年"," ８歳","山形県","男","9236"
"全域","1980年"," ８歳","福島県","男","16288"
"全域","1980年"," ８歳","茨城県","男","23736"
"全域","1980年"," ８歳","栃木県","男","16220"
"全域","1980年"," ８歳","群馬県","男","16730"
"全域","1980年"," ８歳","埼玉県","男","58064"
"全域","1980年"," ８歳","千葉県","男","48201"
"全域","1980年"," ８歳","東京都","男","91393"
"全域","1980年"," ８歳","神奈川県","男","65984"
"全域","1980年"," ８歳","新潟県","男","19570"
"全域","1980年"," ８歳","富山県","男","9795"
"全域","1980年"," ８歳","石川県","男","10300"
"全域","1980年"," ８歳","福井県","男","6933"
"全域","1980年"," ８歳","山梨県","男","6671"
"全域","1980年"," ８歳","長野県","男","17043"
"全域","1980年"," ８歳","岐阜県","男","18010"
"全域","1980年"," ８歳","静岡県","男","31165"
"全域","1980年"," ８歳","愛知県","男","60448"
"全域","1980年"," ８歳","三重県","男","14861"
"全域","1980年"," ８歳","滋賀県","男","10119"
"全域","1980年"," ８歳","京都府","男","22211"
"全域","1980年"," ８歳","大阪府","男","80898"
"全域","1980年"," ８歳","兵庫県","男","47266"
"全域","1980年"," ８歳","奈良県","男","11318"
"全域","1980年"," ８歳","和歌山県","男","9304"
"全域","1980年"," ８歳","鳥取県","男","4795"
"全域","1980年"," ８歳","島根県","男","5997"
"全域","1980年"," ８歳","岡山県","男","16392"
"全域","1980年"," ８歳","広島県","男","24562"
"全域","1980年"," ８歳","山口県","男","13564"
"全域","1980年"," ８歳","徳島県","男","6338"
"全域","1980年"," ８歳","香川県","男","8465"
"全域","1980年"," ８歳","愛媛県","男","12803"
"全域","1980年"," ８歳","高知県","男","6642"
"全域","1980年"," ８歳","福岡県","男","38782"
"全域","1980年"," ８歳","佐賀県","男","6991"
"全域","1980年"," ８歳","長崎県","男","13870"
"全域","1980年"," ８歳","熊本県","男","13951"
"全域","1980年"," ８歳","大分県","男","10169"
"全域","1980年"," ８歳","宮崎県","男","9669"
"全域","1980年"," ８歳","鹿児島県","男","13859"
