"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," ８歳","沖縄県","男","11562"
"全域","1980年"," ９歳","全国","男","1014408"
"全域","1980年"," ９歳","全国市部","男","785869"
"全域","1980年"," ９歳","全国郡部","男","228539"
"全域","1980年"," ９歳","北海道","男","46717"
"全域","1980年"," ９歳","青森県","男","13093"
"全域","1980年"," ９歳","岩手県","男","11153"
"全域","1980年"," ９歳","宮城県","男","16874"
"全域","1980年"," ９歳","秋田県","男","8919"
"全域","1980年"," ９歳","山形県","男","8903"
"全域","1980年"," ９歳","福島県","男","16065"
"全域","1980年"," ９歳","茨城県","男","23247"
"全域","1980年"," ９歳","栃木県","男","15874"
"全域","1980年"," ９歳","群馬県","男","16304"
"全域","1980年"," ９歳","埼玉県","男","56477"
"全域","1980年"," ９歳","千葉県","男","47072"
"全域","1980年"," ９歳","東京都","男","89847"
"全域","1980年"," ９歳","神奈川県","男","64998"
"全域","1980年"," ９歳","新潟県","男","19272"
"全域","1980年"," ９歳","富山県","男","9196"
"全域","1980年"," ９歳","石川県","男","9803"
"全域","1980年"," ９歳","福井県","男","6457"
"全域","1980年"," ９歳","山梨県","男","6705"
"全域","1980年"," ９歳","長野県","男","16954"
"全域","1980年"," ９歳","岐阜県","男","17546"
"全域","1980年"," ９歳","静岡県","男","30510"
"全域","1980年"," ９歳","愛知県","男","59216"
"全域","1980年"," ９歳","三重県","男","14310"
"全域","1980年"," ９歳","滋賀県","男","9607"
"全域","1980年"," ９歳","京都府","男","21357"
"全域","1980年"," ９歳","大阪府","男","79915"
"全域","1980年"," ９歳","兵庫県","男","45876"
"全域","1980年"," ９歳","奈良県","男","10860"
"全域","1980年"," ９歳","和歌山県","男","9245"
"全域","1980年"," ９歳","鳥取県","男","4623"
"全域","1980年"," ９歳","島根県","男","5816"
"全域","1980年"," ９歳","岡山県","男","15914"
"全域","1980年"," ９歳","広島県","男","23834"
"全域","1980年"," ９歳","山口県","男","13215"
"全域","1980年"," ９歳","徳島県","男","6340"
"全域","1980年"," ９歳","香川県","男","8015"
"全域","1980年"," ９歳","愛媛県","男","12301"
"全域","1980年"," ９歳","高知県","男","6341"
"全域","1980年"," ９歳","福岡県","男","37699"
"全域","1980年"," ９歳","佐賀県","男","6954"
"全域","1980年"," ９歳","長崎県","男","13591"
"全域","1980年"," ９歳","熊本県","男","13444"
"全域","1980年"," ９歳","大分県","男","9749"
"全域","1980年"," ９歳","宮崎県","男","9295"
"全域","1980年"," ９歳","鹿児島県","男","13621"
"全域","1980年"," ９歳","沖縄県","男","11284"
"全域","1980年"," １０歳","全国","男","986691"
"全域","1980年"," １０歳","全国市部","男","761666"
"全域","1980年"," １０歳","全国郡部","男","225025"
"全域","1980年"," １０歳","北海道","男","45409"
"全域","1980年"," １０歳","青森県","男","13404"
"全域","1980年"," １０歳","岩手県","男","11523"
"全域","1980年"," １０歳","宮城県","男","16386"
"全域","1980年"," １０歳","秋田県","男","9100"
"全域","1980年"," １０歳","山形県","男","8995"
"全域","1980年"," １０歳","福島県","男","15837"
"全域","1980年"," １０歳","茨城県","男","22243"
"全域","1980年"," １０歳","栃木県","男","14947"
"全域","1980年"," １０歳","群馬県","男","15657"
"全域","1980年"," １０歳","埼玉県","男","54119"
"全域","1980年"," １０歳","千葉県","男","44585"
"全域","1980年"," １０歳","東京都","男","88088"
"全域","1980年"," １０歳","神奈川県","男","62616"
"全域","1980年"," １０歳","新潟県","男","19215"
"全域","1980年"," １０歳","富山県","男","9016"
"全域","1980年"," １０歳","石川県","男","9369"
"全域","1980年"," １０歳","福井県","男","6395"
"全域","1980年"," １０歳","山梨県","男","6636"
"全域","1980年"," １０歳","長野県","男","16520"
"全域","1980年"," １０歳","岐阜県","男","17198"
"全域","1980年"," １０歳","静岡県","男","29768"
"全域","1980年"," １０歳","愛知県","男","56619"
"全域","1980年"," １０歳","三重県","男","14212"
"全域","1980年"," １０歳","滋賀県","男","9135"
"全域","1980年"," １０歳","京都府","男","20859"
"全域","1980年"," １０歳","大阪府","男","77294"
"全域","1980年"," １０歳","兵庫県","男","44483"
"全域","1980年"," １０歳","奈良県","男","10748"
"全域","1980年"," １０歳","和歌山県","男","9126"
"全域","1980年"," １０歳","鳥取県","男","4390"
"全域","1980年"," １０歳","島根県","男","5851"
"全域","1980年"," １０歳","岡山県","男","15151"
"全域","1980年"," １０歳","広島県","男","22994"
"全域","1980年"," １０歳","山口県","男","12613"
"全域","1980年"," １０歳","徳島県","男","6170"
"全域","1980年"," １０歳","香川県","男","7831"
"全域","1980年"," １０歳","愛媛県","男","12067"
"全域","1980年"," １０歳","高知県","男","6263"
"全域","1980年"," １０歳","福岡県","男","36379"
"全域","1980年"," １０歳","佐賀県","男","6900"
"全域","1980年"," １０歳","長崎県","男","13418"
"全域","1980年"," １０歳","熊本県","男","13452"
"全域","1980年"," １０歳","大分県","男","9561"
"全域","1980年"," １０歳","宮崎県","男","9362"
"全域","1980年"," １０歳","鹿児島県","男","13533"
"全域","1980年"," １０歳","沖縄県","男","11254"
"全域","1980年"," １１歳","全国","男","969928"
"全域","1980年"," １１歳","全国市部","男","747182"
"全域","1980年"," １１歳","全国郡部","男","222746"
"全域","1980年"," １１歳","北海道","男","45160"
"全域","1980年"," １１歳","青森県","男","13243"
"全域","1980年"," １１歳","岩手県","男","11683"
"全域","1980年"," １１歳","宮城県","男","16014"
"全域","1980年"," １１歳","秋田県","男","9004"
"全域","1980年"," １１歳","山形県","男","8924"
"全域","1980年"," １１歳","福島県","男","15489"
"全域","1980年"," １１歳","茨城県","男","21573"
"全域","1980年"," １１歳","栃木県","男","14743"
"全域","1980年"," １１歳","群馬県","男","15292"
"全域","1980年"," １１歳","埼玉県","男","52009"
"全域","1980年"," １１歳","千葉県","男","43206"
"全域","1980年"," １１歳","東京都","男","87479"
"全域","1980年"," １１歳","神奈川県","男","60768"
"全域","1980年"," １１歳","新潟県","男","19572"
"全域","1980年"," １１歳","富山県","男","9076"
"全域","1980年"," １１歳","石川県","男","8901"
"全域","1980年"," １１歳","福井県","男","6172"
"全域","1980年"," １１歳","山梨県","男","6744"
"全域","1980年"," １１歳","長野県","男","16546"
"全域","1980年"," １１歳","岐阜県","男","16607"
"全域","1980年"," １１歳","静岡県","男","29390"
"全域","1980年"," １１歳","愛知県","男","54634"
"全域","1980年"," １１歳","三重県","男","13658"
"全域","1980年"," １１歳","滋賀県","男","8854"
"全域","1980年"," １１歳","京都府","男","20214"
"全域","1980年"," １１歳","大阪府","男","75870"
"全域","1980年"," １１歳","兵庫県","男","43475"
"全域","1980年"," １１歳","奈良県","男","10379"
"全域","1980年"," １１歳","和歌山県","男","8852"
"全域","1980年"," １１歳","鳥取県","男","4390"
"全域","1980年"," １１歳","島根県","男","5770"
"全域","1980年"," １１歳","岡山県","男","14868"
"全域","1980年"," １１歳","広島県","男","22498"
"全域","1980年"," １１歳","山口県","男","12691"
"全域","1980年"," １１歳","徳島県","男","6124"
"全域","1980年"," １１歳","香川県","男","7588"
"全域","1980年"," １１歳","愛媛県","男","11897"
"全域","1980年"," １１歳","高知県","男","6032"
"全域","1980年"," １１歳","福岡県","男","35896"
"全域","1980年"," １１歳","佐賀県","男","6999"
"全域","1980年"," １１歳","長崎県","男","14029"
"全域","1980年"," １１歳","熊本県","男","13621"
"全域","1980年"," １１歳","大分県","男","9754"
"全域","1980年"," １１歳","宮崎県","男","9200"
"全域","1980年"," １１歳","鹿児島県","男","13778"
"全域","1980年"," １１歳","沖縄県","男","11262"
"全域","1980年"," １２歳","全国","男","947950"
"全域","1980年"," １２歳","全国市部","男","726411"
"全域","1980年"," １２歳","全国郡部","男","221539"
"全域","1980年"," １２歳","北海道","男","44615"
"全域","1980年"," １２歳","青森県","男","13497"
"全域","1980年"," １２歳","岩手県","男","11749"
"全域","1980年"," １２歳","宮城県","男","15935"
"全域","1980年"," １２歳","秋田県","男","9277"
"全域","1980年"," １２歳","山形県","男","9000"
"全域","1980年"," １２歳","福島県","男","15755"
"全域","1980年"," １２歳","茨城県","男","21230"
"全域","1980年"," １２歳","栃木県","男","14124"
"全域","1980年"," １２歳","群馬県","男","15289"
"全域","1980年"," １２歳","埼玉県","男","49648"
"全域","1980年"," １２歳","千葉県","男","41535"
"全域","1980年"," １２歳","東京都","男","85171"
"全域","1980年"," １２歳","神奈川県","男","58343"
"全域","1980年"," １２歳","新潟県","男","19250"
"全域","1980年"," １２歳","富山県","男","8351"
"全域","1980年"," １２歳","石川県","男","8718"
"全域","1980年"," １２歳","福井県","男","6337"
"全域","1980年"," １２歳","山梨県","男","6585"
"全域","1980年"," １２歳","長野県","男","16070"
"全域","1980年"," １２歳","岐阜県","男","16584"
"全域","1980年"," １２歳","静岡県","男","28591"
"全域","1980年"," １２歳","愛知県","男","53527"
"全域","1980年"," １２歳","三重県","男","13804"
"全域","1980年"," １２歳","滋賀県","男","8649"
"全域","1980年"," １２歳","京都府","男","19422"
"全域","1980年"," １２歳","大阪府","男","72946"
"全域","1980年"," １２歳","兵庫県","男","42149"
"全域","1980年"," １２歳","奈良県","男","10005"
"全域","1980年"," １２歳","和歌山県","男","8797"
"全域","1980年"," １２歳","鳥取県","男","4259"
"全域","1980年"," １２歳","島根県","男","5714"
"全域","1980年"," １２歳","岡山県","男","14143"
"全域","1980年"," １２歳","広島県","男","21666"
"全域","1980年"," １２歳","山口県","男","12152"
"全域","1980年"," １２歳","徳島県","男","5952"
"全域","1980年"," １２歳","香川県","男","7399"
"全域","1980年"," １２歳","愛媛県","男","12209"
"全域","1980年"," １２歳","高知県","男","5827"
"全域","1980年"," １２歳","福岡県","男","35245"
"全域","1980年"," １２歳","佐賀県","男","7064"
"全域","1980年"," １２歳","長崎県","男","13743"
"全域","1980年"," １２歳","熊本県","男","13731"
"全域","1980年"," １２歳","大分県","男","9550"
"全域","1980年"," １２歳","宮崎県","男","9099"
"全域","1980年"," １２歳","鹿児島県","男","14087"
"全域","1980年"," １２歳","沖縄県","男","11157"
"全域","1980年"," １３歳","全国","男","950553"
"全域","1980年"," １３歳","全国市部","男","724681"
"全域","1980年"," １３歳","全国郡部","男","225872"
"全域","1980年"," １３歳","北海道","男","45909"
"全域","1980年"," １３歳","青森県","男","13426"
"全域","1980年"," １３歳","岩手県","男","11838"
"全域","1980年"," １３歳","宮城県","男","16185"
"全域","1980年"," １３歳","秋田県","男","9596"
"全域","1980年"," １３歳","山形県","男","9411"
"全域","1980年"," １３歳","福島県","男","16378"
"全域","1980年"," １３歳","茨城県","男","21204"
"全域","1980年"," １３歳","栃木県","男","14300"
"全域","1980年"," １３歳","群馬県","男","15336"
"全域","1980年"," １３歳","埼玉県","男","49455"
"全域","1980年"," １３歳","千葉県","男","40690"
"全域","1980年"," １３歳","東京都","男","86053"
"全域","1980年"," １３歳","神奈川県","男","57308"
"全域","1980年"," １３歳","新潟県","男","20049"
"全域","1980年"," １３歳","富山県","男","8655"
"全域","1980年"," １３歳","石川県","男","8933"
"全域","1980年"," １３歳","福井県","男","6327"
"全域","1980年"," １３歳","山梨県","男","6851"
"全域","1980年"," １３歳","長野県","男","16230"
"全域","1980年"," １３歳","岐阜県","男","16480"
