"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年","７０－７４歳","佐賀県","男","12334"
"全域","1980年","７０－７４歳","長崎県","男","20532"
"全域","1980年","７０－７４歳","熊本県","男","25206"
"全域","1980年","７０－７４歳","大分県","男","17369"
"全域","1980年","７０－７４歳","宮崎県","男","14069"
"全域","1980年","７０－７４歳","鹿児島県","男","26023"
"全域","1980年","７０－７４歳","沖縄県","男","8725"
"全域","1980年","７５－７９歳","全国","男","848714"
"全域","1980年","７５－７９歳","全国市部","男","571660"
"全域","1980年","７５－７９歳","全国郡部","男","277054"
"全域","1980年","７５－７９歳","北海道","男","36898"
"全域","1980年","７５－７９歳","青森県","男","9994"
"全域","1980年","７５－７９歳","岩手県","男","11414"
"全域","1980年","７５－７９歳","宮城県","男","13865"
"全域","1980年","７５－７９歳","秋田県","男","10017"
"全域","1980年","７５－７９歳","山形県","男","11502"
"全域","1980年","７５－７９歳","福島県","男","16939"
"全域","1980年","７５－７９歳","茨城県","男","18290"
"全域","1980年","７５－７９歳","栃木県","男","13154"
"全域","1980年","７５－７９歳","群馬県","男","15324"
"全域","1980年","７５－７９歳","埼玉県","男","25463"
"全域","1980年","７５－７９歳","千葉県","男","25964"
"全域","1980年","７５－７９歳","東京都","男","72010"
"全域","1980年","７５－７９歳","神奈川県","男","33801"
"全域","1980年","７５－７９歳","新潟県","男","21058"
"全域","1980年","７５－７９歳","富山県","男","9424"
"全域","1980年","７５－７９歳","石川県","男","9037"
"全域","1980年","７５－７９歳","福井県","男","7646"
"全域","1980年","７５－７９歳","山梨県","男","7624"
"全域","1980年","７５－７９歳","長野県","男","21261"
"全域","1980年","７５－７９歳","岐阜県","男","16413"
"全域","1980年","７５－７９歳","静岡県","男","25068"
"全域","1980年","７５－７９歳","愛知県","男","36730"
"全域","1980年","７５－７９歳","三重県","男","15806"
"全域","1980年","７５－７９歳","滋賀県","男","8600"
"全域","1980年","７５－７９歳","京都府","男","20972"
"全域","1980年","７５－７９歳","大阪府","男","46812"
"全域","1980年","７５－７９歳","兵庫県","男","37744"
"全域","1980年","７５－７９歳","奈良県","男","8918"
"全域","1980年","７５－７９歳","和歌山県","男","10576"
"全域","1980年","７５－７９歳","鳥取県","男","5974"
"全域","1980年","７５－７９歳","島根県","男","9319"
"全域","1980年","７５－７９歳","岡山県","男","18945"
"全域","1980年","７５－７９歳","広島県","男","22058"
"全域","1980年","７５－７９歳","山口県","男","14855"
"全域","1980年","７５－７９歳","徳島県","男","8432"
"全域","1980年","７５－７９歳","香川県","男","9894"
"全域","1980年","７５－７９歳","愛媛県","男","14563"
"全域","1980年","７５－７９歳","高知県","男","9348"
"全域","1980年","７５－７９歳","福岡県","男","33027"
"全域","1980年","７５－７９歳","佐賀県","男","8321"
"全域","1980年","７５－７９歳","長崎県","男","13374"
"全域","1980年","７５－７９歳","熊本県","男","16850"
"全域","1980年","７５－７９歳","大分県","男","11965"
"全域","1980年","７５－７９歳","宮崎県","男","9946"
"全域","1980年","７５－７９歳","鹿児島県","男","17759"
"全域","1980年","７５－７９歳","沖縄県","男","5760"
"全域","1980年","８０－８４歳","全国","男","417715"
"全域","1980年","８０－８４歳","全国市部","男","274458"
"全域","1980年","８０－８４歳","全国郡部","男","143257"
"全域","1980年","８０－８４歳","北海道","男","17393"
"全域","1980年","８０－８４歳","青森県","男","4452"
"全域","1980年","８０－８４歳","岩手県","男","5251"
"全域","1980年","８０－８４歳","宮城県","男","6534"
"全域","1980年","８０－８４歳","秋田県","男","4570"
"全域","1980年","８０－８４歳","山形県","男","5105"
"全域","1980年","８０－８４歳","福島県","男","7828"
"全域","1980年","８０－８４歳","茨城県","男","8793"
"全域","1980年","８０－８４歳","栃木県","男","6109"
"全域","1980年","８０－８４歳","群馬県","男","7158"
"全域","1980年","８０－８４歳","埼玉県","男","11418"
"全域","1980年","８０－８４歳","千葉県","男","12488"
"全域","1980年","８０－８４歳","東京都","男","34564"
"全域","1980年","８０－８４歳","神奈川県","男","15686"
"全域","1980年","８０－８４歳","新潟県","男","9276"
"全域","1980年","８０－８４歳","富山県","男","4190"
"全域","1980年","８０－８４歳","石川県","男","4080"
"全域","1980年","８０－８４歳","福井県","男","3756"
"全域","1980年","８０－８４歳","山梨県","男","3672"
"全域","1980年","８０－８４歳","長野県","男","10374"
"全域","1980年","８０－８４歳","岐阜県","男","8060"
"全域","1980年","８０－８４歳","静岡県","男","12662"
"全域","1980年","８０－８４歳","愛知県","男","17282"
"全域","1980年","８０－８４歳","三重県","男","7799"
"全域","1980年","８０－８４歳","滋賀県","男","4163"
"全域","1980年","８０－８４歳","京都府","男","10468"
"全域","1980年","８０－８４歳","大阪府","男","21233"
"全域","1980年","８０－８４歳","兵庫県","男","18539"
"全域","1980年","８０－８４歳","奈良県","男","4323"
"全域","1980年","８０－８４歳","和歌山県","男","5434"
"全域","1980年","８０－８４歳","鳥取県","男","3074"
"全域","1980年","８０－８４歳","島根県","男","5216"
"全域","1980年","８０－８４歳","岡山県","男","10470"
"全域","1980年","８０－８４歳","広島県","男","12432"
"全域","1980年","８０－８４歳","山口県","男","7969"
"全域","1980年","８０－８４歳","徳島県","男","4388"
"全域","1980年","８０－８４歳","香川県","男","5295"
"全域","1980年","８０－８４歳","愛媛県","男","8185"
"全域","1980年","８０－８４歳","高知県","男","5467"
"全域","1980年","８０－８４歳","福岡県","男","17057"
"全域","1980年","８０－８４歳","佐賀県","男","4326"
"全域","1980年","８０－８４歳","長崎県","男","7031"
"全域","1980年","８０－８４歳","熊本県","男","9618"
"全域","1980年","８０－８４歳","大分県","男","6632"
"全域","1980年","８０－８４歳","宮崎県","男","5362"
"全域","1980年","８０－８４歳","鹿児島県","男","9196"
"全域","1980年","８０－８４歳","沖縄県","男","3337"
"全域","1980年","８５－８９歳","全国","男","138732"
"全域","1980年","８５－８９歳","全国市部","男","88550"
"全域","1980年","８５－８９歳","全国郡部","男","50182"
"全域","1980年","８５－８９歳","北海道","男","5699"
"全域","1980年","８５－８９歳","青森県","男","1424"
"全域","1980年","８５－８９歳","岩手県","男","1799"
"全域","1980年","８５－８９歳","宮城県","男","2300"
"全域","1980年","８５－８９歳","秋田県","男","1366"
"全域","1980年","８５－８９歳","山形県","男","1495"
"全域","1980年","８５－８９歳","福島県","男","2694"
"全域","1980年","８５－８９歳","茨城県","男","2865"
"全域","1980年","８５－８９歳","栃木県","男","1903"
"全域","1980年","８５－８９歳","群馬県","男","2247"
"全域","1980年","８５－８９歳","埼玉県","男","3386"
"全域","1980年","８５－８９歳","千葉県","男","3802"
"全域","1980年","８５－８９歳","東京都","男","11143"
"全域","1980年","８５－８９歳","神奈川県","男","4997"
"全域","1980年","８５－８９歳","新潟県","男","3216"
"全域","1980年","８５－８９歳","富山県","男","1313"
"全域","1980年","８５－８９歳","石川県","男","1364"
"全域","1980年","８５－８９歳","福井県","男","1220"
"全域","1980年","８５－８９歳","山梨県","男","1325"
"全域","1980年","８５－８９歳","長野県","男","3319"
"全域","1980年","８５－８９歳","岐阜県","男","2837"
"全域","1980年","８５－８９歳","静岡県","男","4446"
"全域","1980年","８５－８９歳","愛知県","男","5605"
"全域","1980年","８５－８９歳","三重県","男","2610"
"全域","1980年","８５－８９歳","滋賀県","男","1340"
"全域","1980年","８５－８９歳","京都府","男","3197"
"全域","1980年","８５－８９歳","大阪府","男","6343"
"全域","1980年","８５－８９歳","兵庫県","男","5944"
"全域","1980年","８５－８９歳","奈良県","男","1391"
"全域","1980年","８５－８９歳","和歌山県","男","1743"
"全域","1980年","８５－８９歳","鳥取県","男","1075"
"全域","1980年","８５－８９歳","島根県","男","1905"
"全域","1980年","８５－８９歳","岡山県","男","3501"
"全域","1980年","８５－８９歳","広島県","男","4430"
"全域","1980年","８５－８９歳","山口県","男","2831"
"全域","1980年","８５－８９歳","徳島県","男","1426"
"全域","1980年","８５－８９歳","香川県","男","1765"
"全域","1980年","８５－８９歳","愛媛県","男","2868"
"全域","1980年","８５－８９歳","高知県","男","1932"
"全域","1980年","８５－８９歳","福岡県","男","5733"
"全域","1980年","８５－８９歳","佐賀県","男","1495"
"全域","1980年","８５－８９歳","長崎県","男","2396"
"全域","1980年","８５－８９歳","熊本県","男","3524"
"全域","1980年","８５－８９歳","大分県","男","2362"
"全域","1980年","８５－８９歳","宮崎県","男","1926"
"全域","1980年","８５－８９歳","鹿児島県","男","3564"
"全域","1980年","８５－８９歳","沖縄県","男","1666"
"全域","1980年","９０－９４歳","全国","男","29924"
"全域","1980年","９０－９４歳","全国市部","男","18690"
"全域","1980年","９０－９４歳","全国郡部","男","11234"
"全域","1980年","９０－９４歳","北海道","男","1203"
"全域","1980年","９０－９４歳","青森県","男","252"
"全域","1980年","９０－９４歳","岩手県","男","389"
"全域","1980年","９０－９４歳","宮城県","男","526"
"全域","1980年","９０－９４歳","秋田県","男","235"
"全域","1980年","９０－９４歳","山形県","男","285"
"全域","1980年","９０－９４歳","福島県","男","564"
"全域","1980年","９０－９４歳","茨城県","男","624"
"全域","1980年","９０－９４歳","栃木県","男","372"
"全域","1980年","９０－９４歳","群馬県","男","472"
"全域","1980年","９０－９４歳","埼玉県","男","672"
"全域","1980年","９０－９４歳","千葉県","男","838"
"全域","1980年","９０－９４歳","東京都","男","2488"
"全域","1980年","９０－９４歳","神奈川県","男","1088"
"全域","1980年","９０－９４歳","新潟県","男","642"
"全域","1980年","９０－９４歳","富山県","男","272"
"全域","1980年","９０－９４歳","石川県","男","265"
"全域","1980年","９０－９４歳","福井県","男","239"
"全域","1980年","９０－９４歳","山梨県","男","309"
"全域","1980年","９０－９４歳","長野県","男","720"
"全域","1980年","９０－９４歳","岐阜県","男","596"
"全域","1980年","９０－９４歳","静岡県","男","1041"
"全域","1980年","９０－９４歳","愛知県","男","1151"
"全域","1980年","９０－９４歳","三重県","男","563"
"全域","1980年","９０－９４歳","滋賀県","男","302"
"全域","1980年","９０－９４歳","京都府","男","641"
"全域","1980年","９０－９４歳","大阪府","男","1143"
"全域","1980年","９０－９４歳","兵庫県","男","1250"
"全域","1980年","９０－９４歳","奈良県","男","302"
"全域","1980年","９０－９４歳","和歌山県","男","381"
"全域","1980年","９０－９４歳","鳥取県","男","242"
"全域","1980年","９０－９４歳","島根県","男","444"
"全域","1980年","９０－９４歳","岡山県","男","811"
"全域","1980年","９０－９４歳","広島県","男","996"
"全域","1980年","９０－９４歳","山口県","男","599"
"全域","1980年","９０－９４歳","徳島県","男","390"
"全域","1980年","９０－９４歳","香川県","男","419"
"全域","1980年","９０－９４歳","愛媛県","男","707"
"全域","1980年","９０－９４歳","高知県","男","485"
"全域","1980年","９０－９４歳","福岡県","男","1228"
"全域","1980年","９０－９４歳","佐賀県","男","329"
"全域","1980年","９０－９４歳","長崎県","男","515"
"全域","1980年","９０－９４歳","熊本県","男","740"
"全域","1980年","９０－９４歳","大分県","男","518"
"全域","1980年","９０－９４歳","宮崎県","男","398"
"全域","1980年","９０－９４歳","鹿児島県","男","840"
"全域","1980年","９０－９４歳","沖縄県","男","438"
"全域","1980年","９５－９９歳","全国","男","3127"
"全域","1980年","９５－９９歳","全国市部","男","1899"
"全域","1980年","９５－９９歳","全国郡部","男","1228"
"全域","1980年","９５－９９歳","北海道","男","133"
"全域","1980年","９５－９９歳","青森県","男","37"
"全域","1980年","９５－９９歳","岩手県","男","42"
"全域","1980年","９５－９９歳","宮城県","男","62"
"全域","1980年","９５－９９歳","秋田県","男","16"
"全域","1980年","９５－９９歳","山形県","男","26"
"全域","1980年","９５－９９歳","福島県","男","55"
"全域","1980年","９５－９９歳","茨城県","男","46"
"全域","1980年","９５－９９歳","栃木県","男","32"
"全域","1980年","９５－９９歳","群馬県","男","51"
"全域","1980年","９５－９９歳","埼玉県","男","59"
"全域","1980年","９５－９９歳","千葉県","男","80"
"全域","1980年","９５－９９歳","東京都","男","233"
"全域","1980年","９５－９９歳","神奈川県","男","118"
"全域","1980年","９５－９９歳","新潟県","男","74"
"全域","1980年","９５－９９歳","富山県","男","29"
"全域","1980年","９５－９９歳","石川県","男","22"
"全域","1980年","９５－９９歳","福井県","男","19"
"全域","1980年","９５－９９歳","山梨県","男","27"
"全域","1980年","９５－９９歳","長野県","男","62"
"全域","1980年","９５－９９歳","岐阜県","男","71"
"全域","1980年","９５－９９歳","静岡県","男","89"
"全域","1980年","９５－９９歳","愛知県","男","113"
"全域","1980年","９５－９９歳","三重県","男","61"
"全域","1980年","９５－９９歳","滋賀県","男","24"
"全域","1980年","９５－９９歳","京都府","男","63"
"全域","1980年","９５－９９歳","大阪府","男","93"
"全域","1980年","９５－９９歳","兵庫県","男","135"
"全域","1980年","９５－９９歳","奈良県","男","21"
"全域","1980年","９５－９９歳","和歌山県","男","42"
"全域","1980年","９５－９９歳","鳥取県","男","33"
"全域","1980年","９５－９９歳","島根県","男","63"
"全域","1980年","９５－９９歳","岡山県","男","76"
"全域","1980年","９５－９９歳","広島県","男","126"
"全域","1980年","９５－９９歳","山口県","男","63"
"全域","1980年","９５－９９歳","徳島県","男","42"
"全域","1980年","９５－９９歳","香川県","男","46"
"全域","1980年","９５－９９歳","愛媛県","男","89"
"全域","1980年","９５－９９歳","高知県","男","57"
"全域","1980年","９５－９９歳","福岡県","男","139"
"全域","1980年","９５－９９歳","佐賀県","男","40"
"全域","1980年","９５－９９歳","長崎県","男","43"
"全域","1980年","９５－９９歳","熊本県","男","84"
"全域","1980年","９５－９９歳","大分県","男","60"
"全域","1980年","９５－９９歳","宮崎県","男","45"
"全域","1980年","９５－９９歳","鹿児島県","男","111"
"全域","1980年","９５－９９歳","沖縄県","男","75"
"全域","1980年","１００歳以上","全国","男","176"
"全域","1980年","１００歳以上","全国市部","男","88"
"全域","1980年","１００歳以上","全国郡部","男","88"
"全域","1980年","１００歳以上","北海道","男","11"
"全域","1980年","１００歳以上","青森県","男","1"
"全域","1980年","１００歳以上","宮城県","男","1"
"全域","1980年","１００歳以上","秋田県","男","2"
"全域","1980年","１００歳以上","福島県","男","2"
"全域","1980年","１００歳以上","茨城県","男","2"
"全域","1980年","１００歳以上","栃木県","男","2"
"全域","1980年","１００歳以上","群馬県","男","6"
"全域","1980年","１００歳以上","埼玉県","男","1"
"全域","1980年","１００歳以上","千葉県","男","2"
"全域","1980年","１００歳以上","東京都","男","11"
"全域","1980年","１００歳以上","神奈川県","男","11"
"全域","1980年","１００歳以上","新潟県","男","2"
"全域","1980年","１００歳以上","富山県","男","2"
"全域","1980年","１００歳以上","山梨県","男","3"
"全域","1980年","１００歳以上","長野県","男","1"
"全域","1980年","１００歳以上","岐阜県","男","2"
"全域","1980年","１００歳以上","静岡県","男","8"
"全域","1980年","１００歳以上","愛知県","男","3"
"全域","1980年","１００歳以上","三重県","男","2"
"全域","1980年","１００歳以上","京都府","男","4"
"全域","1980年","１００歳以上","大阪府","男","4"
"全域","1980年","１００歳以上","兵庫県","男","9"
"全域","1980年","１００歳以上","和歌山県","男","3"
"全域","1980年","１００歳以上","鳥取県","男","2"
"全域","1980年","１００歳以上","島根県","男","3"
"全域","1980年","１００歳以上","岡山県","男","9"
"全域","1980年","１００歳以上","広島県","男","6"
"全域","1980年","１００歳以上","山口県","男","5"
"全域","1980年","１００歳以上","徳島県","男","3"
"全域","1980年","１００歳以上","香川県","男","3"
"全域","1980年","１００歳以上","愛媛県","男","6"
"全域","1980年","１００歳以上","高知県","男","5"
"全域","1980年","１００歳以上","福岡県","男","9"
"全域","1980年","１００歳以上","佐賀県","男","4"
"全域","1980年","１００歳以上","長崎県","男","4"
"全域","1980年","１００歳以上","熊本県","男","5"
"全域","1980年","１００歳以上","大分県","男","1"
"全域","1980年","１００歳以上","宮崎県","男","3"
"全域","1980年","１００歳以上","鹿児島県","男","6"
"全域","1980年","１００歳以上","沖縄県","男","7"
"全域","1980年","年齢不詳","全国","男","48723"
"全域","1980年","年齢不詳","全国市部","男","47547"
"全域","1980年","年齢不詳","全国郡部","男","1176"
"全域","1980年","年齢不詳","北海道","男","1408"
"全域","1980年","年齢不詳","青森県","男","94"
"全域","1980年","年齢不詳","岩手県","男","87"
"全域","1980年","年齢不詳","宮城県","男","1060"
"全域","1980年","年齢不詳","秋田県","男","53"
"全域","1980年","年齢不詳","山形県","男","6"
"全域","1980年","年齢不詳","福島県","男","84"
"全域","1980年","年齢不詳","茨城県","男","417"
"全域","1980年","年齢不詳","栃木県","男","291"
"全域","1980年","年齢不詳","群馬県","男","46"
"全域","1980年","年齢不詳","埼玉県","男","2690"
"全域","1980年","年齢不詳","千葉県","男","2950"
"全域","1980年","年齢不詳","東京都","男","14742"
"全域","1980年","年齢不詳","神奈川県","男","4221"
"全域","1980年","年齢不詳","新潟県","男","274"
"全域","1980年","年齢不詳","富山県","男","10"
"全域","1980年","年齢不詳","石川県","男","469"
"全域","1980年","年齢不詳","福井県","男","45"
"全域","1980年","年齢不詳","山梨県","男","117"
"全域","1980年","年齢不詳","長野県","男","6"
"全域","1980年","年齢不詳","岐阜県","男","63"
"全域","1980年","年齢不詳","静岡県","男","175"
"全域","1980年","年齢不詳","愛知県","男","1239"
"全域","1980年","年齢不詳","三重県","男","91"
"全域","1980年","年齢不詳","滋賀県","男","64"
"全域","1980年","年齢不詳","京都府","男","254"
"全域","1980年","年齢不詳","大阪府","男","6326"
"全域","1980年","年齢不詳","兵庫県","男","4746"
"全域","1980年","年齢不詳","奈良県","男","472"
"全域","1980年","年齢不詳","和歌山県","男","250"
"全域","1980年","年齢不詳","鳥取県","男","112"
"全域","1980年","年齢不詳","島根県","男","47"
"全域","1980年","年齢不詳","岡山県","男","132"
"全域","1980年","年齢不詳","広島県","男","697"
"全域","1980年","年齢不詳","山口県","男","233"
"全域","1980年","年齢不詳","徳島県","男","147"
"全域","1980年","年齢不詳","香川県","男","189"
"全域","1980年","年齢不詳","愛媛県","男","150"
"全域","1980年","年齢不詳","高知県","男","442"
"全域","1980年","年齢不詳","福岡県","男","2601"
"全域","1980年","年齢不詳","佐賀県","男","22"
"全域","1980年","年齢不詳","長崎県","男","216"
"全域","1980年","年齢不詳","熊本県","男","93"
"全域","1980年","年齢不詳","大分県","男","100"
"全域","1980年","年齢不詳","宮崎県","男","62"
"全域","1980年","年齢不詳","鹿児島県","男","23"
"全域","1980年","年齢不詳","沖縄県","男","707"
"全域","1980年","総数","全国","女","59466627"
"全域","1980年","総数","全国市部","女","45160449"
"全域","1980年","総数","全国郡部","女","14306178"
"全域","1980年","総数","北海道","女","2838900"
"全域","1980年","総数","青森県","女","788463"
"全域","1980年","総数","岩手県","女","733467"
"全域","1980年","総数","宮城県","女","1056417"
"全域","1980年","総数","秋田県","女","653342"
"全域","1980年","総数","山形県","女","646510"
"全域","1980年","総数","福島県","女","1044697"
"全域","1980年","総数","茨城県","女","1285474"
"全域","1980年","総数","栃木県","女","906628"
"全域","1980年","総数","群馬県","女","939691"
"全域","1980年","総数","埼玉県","女","2681305"
"全域","1980年","総数","千葉県","女","2352267"
"全域","1980年","総数","東京都","女","5762001"
"全域","1980年","総数","神奈川県","女","3388327"
"全域","1980年","総数","新潟県","女","1257704"
"全域","1980年","総数","富山県","女","570773"
"全域","1980年","総数","石川県","女","576522"
"全域","1980年","総数","福井県","女","410085"
"全域","1980年","総数","山梨県","女","412607"
"全域","1980年","総数","長野県","女","1075049"
"全域","1980年","総数","岐阜県","女","1006089"
"全域","1980年","総数","静岡県","女","1751026"
"全域","1980年","総数","愛知県","女","3109332"
"全域","1980年","総数","三重県","女","869358"
"全域","1980年","総数","滋賀県","女","550690"
"全域","1980年","総数","京都府","女","1288965"
"全域","1980年","総数","大阪府","女","4269608"
"全域","1980年","総数","兵庫県","女","2632534"
"全域","1980年","総数","奈良県","女","622298"
"全域","1980年","総数","和歌山県","女","563545"
"全域","1980年","総数","鳥取県","女","314275"
"全域","1980年","総数","島根県","女","407296"
"全域","1980年","総数","岡山県","女","965546"
"全域","1980年","総数","広島県","女","1402355"
"全域","1980年","総数","山口県","女","827824"
"全域","1980年","総数","徳島県","女","429267"
"全域","1980年","総数","香川県","女","518760"
"全域","1980年","総数","愛媛県","女","788120"
"全域","1980年","総数","高知県","女","434857"
"全域","1980年","総数","福岡県","女","2353011"
"全域","1980年","総数","佐賀県","女","454662"
"全域","1980年","総数","長崎県","女","832190"
"全域","1980年","総数","熊本県","女","939496"
"全域","1980年","総数","大分県","女","645816"
"全域","1980年","総数","宮崎県","女","601380"
"全域","1980年","総数","鹿児島県","女","945231"
"全域","1980年","総数","沖縄県","女","562867"
"全域","1980年","０－４歳","全国","女","4149316"
"全域","1980年","０－４歳","全国市部","女","3188149"
"全域","1980年","０－４歳","全国郡部","女","961167"
"全域","1980年","０－４歳","北海道","女","199061"
"全域","1980年","０－４歳","青森県","女","54722"
"全域","1980年","０－４歳","岩手県","女","50113"
"全域","1980年","０－４歳","宮城県","女","77795"
"全域","1980年","０－４歳","秋田県","女","41429"
"全域","1980年","０－４歳","山形県","女","42491"
"全域","1980年","０－４歳","福島県","女","75027"
"全域","1980年","０－４歳","茨城県","女","96483"
"全域","1980年","０－４歳","栃木県","女","67720"
"全域","1980年","０－４歳","群馬県","女","67237"
"全域","1980年","０－４歳","埼玉県","女","210690"
"全域","1980年","０－４歳","千葉県","女","182844"
"全域","1980年","０－４歳","東京都","女","348912"
"全域","1980年","０－４歳","神奈川県","女","251022"
"全域","1980年","０－４歳","新潟県","女","86787"
"全域","1980年","０－４歳","富山県","女","37010"
"全域","1980年","０－４歳","石川県","女","40804"
"全域","1980年","０－４歳","福井県","女","28028"
"全域","1980年","０－４歳","山梨県","女","26996"
"全域","1980年","０－４歳","長野県","女","71786"
"全域","1980年","０－４歳","岐阜県","女","69373"
"全域","1980年","０－４歳","静岡県","女","126469"
"全域","1980年","０－４歳","愛知県","女","232382"
"全域","1980年","０－４歳","三重県","女","56877"
"全域","1980年","０－４歳","滋賀県","女","42214"
"全域","1980年","０－４歳","京都府","女","86607"
"全域","1980年","０－４歳","大阪府","女","298584"
"全域","1980年","０－４歳","兵庫県","女","183530"
"全域","1980年","０－４歳","奈良県","女","43265"
"全域","1980年","０－４歳","和歌山県","女","35421"
"全域","1980年","０－４歳","鳥取県","女","20994"
"全域","1980年","０－４歳","島根県","女","25702"
"全域","1980年","０－４歳","岡山県","女","63864"
"全域","1980年","０－４歳","広島県","女","98325"
"全域","1980年","０－４歳","山口県","女","52920"
"全域","1980年","０－４歳","徳島県","女","26598"
"全域","1980年","０－４歳","香川県","女","34474"
"全域","1980年","０－４歳","愛媛県","女","51560"
"全域","1980年","０－４歳","高知県","女","26519"
"全域","1980年","０－４歳","福岡県","女","166152"
"全域","1980年","０－４歳","佐賀県","女","31349"
"全域","1980年","０－４歳","長崎県","女","57847"
"全域","1980年","０－４歳","熊本県","女","61845"
"全域","1980年","０－４歳","大分県","女","42663"
"全域","1980年","０－４歳","宮崎県","女","43888"
"全域","1980年","０－４歳","鹿児島県","女","61992"
"全域","1980年","０－４歳","沖縄県","女","50945"
"全域","1980年","５－９歳","全国","女","4889547"
"全域","1980年","５－９歳","全国市部","女","3779305"
"全域","1980年","５－９歳","全国郡部","女","1110242"
"全域","1980年","５－９歳","北海道","女","226566"
"全域","1980年","５－９歳","青森県","女","62869"
"全域","1980年","５－９歳","岩手県","女","55236"
"全域","1980年","５－９歳","宮城県","女","82803"
"全域","1980年","５－９歳","秋田県","女","44333"
"全域","1980年","５－９歳","山形県","女","44468"
"全域","1980年","５－９歳","福島県","女","79967"
"全域","1980年","５－９歳","茨城県","女","113041"
"全域","1980年","５－９歳","栃木県","女","76952"
"全域","1980年","５－９歳","群馬県","女","79253"
"全域","1980年","５－９歳","埼玉県","女","269474"
"全域","1980年","５－９歳","千葉県","女","223514"
"全域","1980年","５－９歳","東京都","女","421574"
"全域","1980年","５－９歳","神奈川県","女","308148"
"全域","1980年","５－９歳","新潟県","女","94677"
"全域","1980年","５－９歳","富山県","女","45447"
"全域","1980年","５－９歳","石川県","女","48331"
"全域","1980年","５－９歳","福井県","女","32360"
"全域","1980年","５－９歳","山梨県","女","31440"
"全域","1980年","５－９歳","長野県","女","81747"
"全域","1980年","５－９歳","岐阜県","女","84781"
"全域","1980年","５－９歳","静岡県","女","148810"
"全域","1980年","５－９歳","愛知県","女","282268"
"全域","1980年","５－９歳","三重県","女","69270"
"全域","1980年","５－９歳","滋賀県","女","47669"
"全域","1980年","５－９歳","京都府","女","104094"
"全域","1980年","５－９歳","大阪府","女","373213"
"全域","1980年","５－９歳","兵庫県","女","220689"
"全域","1980年","５－９歳","奈良県","女","52919"
"全域","1980年","５－９歳","和歌山県","女","43086"
"全域","1980年","５－９歳","鳥取県","女","22752"
"全域","1980年","５－９歳","島根県","女","29101"
"全域","1980年","５－９歳","岡山県","女","76644"
"全域","1980年","５－９歳","広島県","女","117922"
"全域","1980年","５－９歳","山口県","女","63020"
"全域","1980年","５－９歳","徳島県","女","30943"
"全域","1980年","５－９歳","香川県","女","39872"
"全域","1980年","５－９歳","愛媛県","女","60526"
"全域","1980年","５－９歳","高知県","女","31084"
"全域","1980年","５－９歳","福岡県","女","182807"
"全域","1980年","５－９歳","佐賀県","女","34039"
"全域","1980年","５－９歳","長崎県","女","65942"
"全域","1980年","５－９歳","熊本県","女","66760"
"全域","1980年","５－９歳","大分県","女","48158"
"全域","1980年","５－９歳","宮崎県","女","47258"
"全域","1980年","５－９歳","鹿児島県","女","67352"
"全域","1980年","５－９歳","沖縄県","女","56368"
"全域","1980年","１０－１４歳","全国","女","4364815"
"全域","1980年","１０－１４歳","全国市部","女","3344086"
"全域","1980年","１０－１４歳","全国郡部","女","1020729"
"全域","1980年","１０－１４歳","北海道","女","208182"
"全域","1980年","１０－１４歳","青森県","女","61668"
"全域","1980年","１０－１４歳","岩手県","女","53645"
"全域","1980年","１０－１４歳","宮城県","女","73305"
"全域","1980年","１０－１４歳","秋田県","女","42718"
"全域","1980年","１０－１４歳","山形県","女","41346"
"全域","1980年","１０－１４歳","福島県","女","73780"
"全域","1980年","１０－１４歳","茨城県","女","97318"
"全域","1980年","１０－１４歳","栃木県","女","66289"
"全域","1980年","１０－１４歳","群馬県","女","69229"
"全域","1980年","１０－１４歳","埼玉県","女","228330"
"全域","1980年","１０－１４歳","千葉県","女","190133"
"全域","1980年","１０－１４歳","東京都","女","396103"
"全域","1980年","１０－１４歳","神奈川県","女","268766"
"全域","1980年","１０－１４歳","新潟県","女","88585"
"全域","1980年","１０－１４歳","富山県","女","38830"
"全域","1980年","１０－１４歳","石川県","女","40578"
"全域","1980年","１０－１４歳","福井県","女","28346"
"全域","1980年","１０－１４歳","山梨県","女","30554"
"全域","1980年","１０－１４歳","長野県","女","74457"
"全域","1980年","１０－１４歳","岐阜県","女","75359"
"全域","1980年","１０－１４歳","静岡県","女","130543"
"全域","1980年","１０－１４歳","愛知県","女","242594"
"全域","1980年","１０－１４歳","三重県","女","61913"
"全域","1980年","１０－１４歳","滋賀県","女","39648"
"全域","1980年","１０－１４歳","京都府","女","89792"
"全域","1980年","１０－１４歳","大阪府","女","333754"
"全域","1980年","１０－１４歳","兵庫県","女","193664"
"全域","1980年","１０－１４歳","奈良県","女","46172"
"全域","1980年","１０－１４歳","和歌山県","女","39656"
"全域","1980年","１０－１４歳","鳥取県","女","19938"
"全域","1980年","１０－１４歳","島根県","女","26383"
"全域","1980年","１０－１４歳","岡山県","女","65341"
"全域","1980年","１０－１４歳","広島県","女","99650"
"全域","1980年","１０－１４歳","山口県","女","57001"
"全域","1980年","１０－１４歳","徳島県","女","28006"
"全域","1980年","１０－１４歳","香川県","女","33784"
"全域","1980年","１０－１４歳","愛媛県","女","53956"
"全域","1980年","１０－１４歳","高知県","女","26975"
