"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年","１０－１４歳","福岡県","女","162223"
"全域","1980年","１０－１４歳","佐賀県","女","32372"
"全域","1980年","１０－１４歳","長崎県","女","64697"
"全域","1980年","１０－１４歳","熊本県","女","64423"
"全域","1980年","１０－１４歳","大分県","女","43813"
"全域","1980年","１０－１４歳","宮崎県","女","42486"
"全域","1980年","１０－１４歳","鹿児島県","女","66643"
"全域","1980年","１０－１４歳","沖縄県","女","51867"
"全域","1980年","１５－１９歳","全国","女","4048560"
"全域","1980年","１５－１９歳","全国市部","女","3144574"
"全域","1980年","１５－１９歳","全国郡部","女","903986"
"全域","1980年","１５－１９歳","北海道","女","200572"
"全域","1980年","１５－１９歳","青森県","女","57649"
"全域","1980年","１５－１９歳","岩手県","女","48810"
"全域","1980年","１５－１９歳","宮城県","女","73416"
"全域","1980年","１５－１９歳","秋田県","女","42184"
"全域","1980年","１５－１９歳","山形県","女","40993"
"全域","1980年","１５－１９歳","福島県","女","71411"
"全域","1980年","１５－１９歳","茨城県","女","84687"
"全域","1980年","１５－１９歳","栃木県","女","59057"
"全域","1980年","１５－１９歳","群馬県","女","60763"
"全域","1980年","１５－１９歳","埼玉県","女","183938"
"全域","1980年","１５－１９歳","千葉県","女","154415"
"全域","1980年","１５－１９歳","東京都","女","419335"
"全域","1980年","１５－１９歳","神奈川県","女","232678"
"全域","1980年","１５－１９歳","新潟県","女","78760"
"全域","1980年","１５－１９歳","富山県","女","35175"
"全域","1980年","１５－１９歳","石川県","女","37291"
"全域","1980年","１５－１９歳","福井県","女","26435"
"全域","1980年","１５－１９歳","山梨県","女","28764"
"全域","1980年","１５－１９歳","長野県","女","66045"
"全域","1980年","１５－１９歳","岐阜県","女","73215"
"全域","1980年","１５－１９歳","静岡県","女","117117"
"全域","1980年","１５－１９歳","愛知県","女","232340"
"全域","1980年","１５－１９歳","三重県","女","59345"
"全域","1980年","１５－１９歳","滋賀県","女","36574"
"全域","1980年","１５－１９歳","京都府","女","88209"
"全域","1980年","１５－１９歳","大阪府","女","307658"
"全域","1980年","１５－１９歳","兵庫県","女","179207"
"全域","1980年","１５－１９歳","奈良県","女","43683"
"全域","1980年","１５－１９歳","和歌山県","女","36260"
"全域","1980年","１５－１９歳","鳥取県","女","19094"
"全域","1980年","１５－１９歳","島根県","女","23562"
"全域","1980年","１５－１９歳","岡山県","女","62442"
"全域","1980年","１５－１９歳","広島県","女","86868"
"全域","1980年","１５－１９歳","山口県","女","49962"
"全域","1980年","１５－１９歳","徳島県","女","28221"
"全域","1980年","１５－１９歳","香川県","女","31443"
"全域","1980年","１５－１９歳","愛媛県","女","50391"
"全域","1980年","１５－１９歳","高知県","女","24794"
"全域","1980年","１５－１９歳","福岡県","女","155301"
"全域","1980年","１５－１９歳","佐賀県","女","31367"
"全域","1980年","１５－１９歳","長崎県","女","57462"
"全域","1980年","１５－１９歳","熊本県","女","62958"
"全域","1980年","１５－１９歳","大分県","女","40744"
"全域","1980年","１５－１９歳","宮崎県","女","38148"
"全域","1980年","１５－１９歳","鹿児島県","女","63321"
"全域","1980年","１５－１９歳","沖縄県","女","46496"
"全域","1980年","２０－２４歳","全国","女","3880910"
"全域","1980年","２０－２４歳","全国市部","女","3085956"
"全域","1980年","２０－２４歳","全国郡部","女","794954"
"全域","1980年","２０－２４歳","北海道","女","191405"
"全域","1980年","２０－２４歳","青森県","女","51876"
"全域","1980年","２０－２４歳","岩手県","女","41519"
"全域","1980年","２０－２４歳","宮城県","女","76437"
"全域","1980年","２０－２４歳","秋田県","女","38322"
"全域","1980年","２０－２４歳","山形県","女","37428"
"全域","1980年","２０－２４歳","福島県","女","64588"
"全域","1980年","２０－２４歳","茨城県","女","79470"
"全域","1980年","２０－２４歳","栃木県","女","57114"
"全域","1980年","２０－２４歳","群馬県","女","54724"
"全域","1980年","２０－２４歳","埼玉県","女","163036"
"全域","1980年","２０－２４歳","千葉県","女","139409"
"全域","1980年","２０－２４歳","東京都","女","496485"
"全域","1980年","２０－２４歳","神奈川県","女","220975"
"全域","1980年","２０－２４歳","新潟県","女","69093"
"全域","1980年","２０－２４歳","富山県","女","31473"
"全域","1980年","２０－２４歳","石川県","女","34950"
"全域","1980年","２０－２４歳","福井県","女","23846"
"全域","1980年","２０－２４歳","山梨県","女","24902"
"全域","1980年","２０－２４歳","長野県","女","57620"
"全域","1980年","２０－２４歳","岐阜県","女","64116"
"全域","1980年","２０－２４歳","静岡県","女","108074"
"全域","1980年","２０－２４歳","愛知県","女","216029"
"全域","1980年","２０－２４歳","三重県","女","51245"
"全域","1980年","２０－２４歳","滋賀県","女","34471"
"全域","1980年","２０－２４歳","京都府","女","89714"
"全域","1980年","２０－２４歳","大阪府","女","290078"
"全域","1980年","２０－２４歳","兵庫県","女","169925"
"全域","1980年","２０－２４歳","奈良県","女","40637"
"全域","1980年","２０－２４歳","和歌山県","女","31690"
"全域","1980年","２０－２４歳","鳥取県","女","17906"
"全域","1980年","２０－２４歳","島根県","女","19568"
"全域","1980年","２０－２４歳","岡山県","女","58246"
"全域","1980年","２０－２４歳","広島県","女","84747"
"全域","1980年","２０－２４歳","山口県","女","46717"
"全域","1980年","２０－２４歳","徳島県","女","26073"
"全域","1980年","２０－２４歳","香川県","女","30063"
"全域","1980年","２０－２４歳","愛媛県","女","46927"
"全域","1980年","２０－２４歳","高知県","女","23436"
"全域","1980年","２０－２４歳","福岡県","女","162108"
"全域","1980年","２０－２４歳","佐賀県","女","29658"
"全域","1980年","２０－２４歳","長崎県","女","51047"
"全域","1980年","２０－２４歳","熊本県","女","60486"
"全域","1980年","２０－２４歳","大分県","女","38365"
"全域","1980年","２０－２４歳","宮崎県","女","37818"
"全域","1980年","２０－２４歳","鹿児島県","女","57266"
"全域","1980年","２０－２４歳","沖縄県","女","39828"
"全域","1980年","２５－２９歳","全国","女","4495887"
"全域","1980年","２５－２９歳","全国市部","女","3522718"
"全域","1980年","２５－２９歳","全国郡部","女","973169"
"全域","1980年","２５－２９歳","北海道","女","236955"
"全域","1980年","２５－２９歳","青森県","女","60936"
"全域","1980年","２５－２９歳","岩手県","女","53221"
"全域","1980年","２５－２９歳","宮城県","女","86170"
"全域","1980年","２５－２９歳","秋田県","女","48142"
"全域","1980年","２５－２９歳","山形県","女","46071"
"全域","1980年","２５－２９歳","福島県","女","78955"
"全域","1980年","２５－２９歳","茨城県","女","99707"
"全域","1980年","２５－２９歳","栃木県","女","72479"
"全域","1980年","２５－２９歳","群馬県","女","70451"
"全域","1980年","２５－２９歳","埼玉県","女","207923"
"全域","1980年","２５－２９歳","千葉県","女","185971"
"全域","1980年","２５－２９歳","東京都","女","467380"
"全域","1980年","２５－２９歳","神奈川県","女","266513"
"全域","1980年","２５－２９歳","新潟県","女","91352"
"全域","1980年","２５－２９歳","富山県","女","38613"
"全域","1980年","２５－２９歳","石川県","女","40396"
"全域","1980年","２５－２９歳","福井県","女","28574"
"全域","1980年","２５－２９歳","山梨県","女","28359"
"全域","1980年","２５－２９歳","長野県","女","71080"
"全域","1980年","２５－２９歳","岐阜県","女","71437"
"全域","1980年","２５－２９歳","静岡県","女","132399"
"全域","1980年","２５－２９歳","愛知県","女","238153"
"全域","1980年","２５－２９歳","三重県","女","59210"
"全域","1980年","２５－２９歳","滋賀県","女","40578"
"全域","1980年","２５－２９歳","京都府","女","91976"
"全域","1980年","２５－２９歳","大阪府","女","327833"
"全域","1980年","２５－２９歳","兵庫県","女","193122"
"全域","1980年","２５－２９歳","奈良県","女","45642"
"全域","1980年","２５－２９歳","和歌山県","女","37692"
"全域","1980年","２５－２９歳","鳥取県","女","21900"
"全域","1980年","２５－２９歳","島根県","女","25407"
"全域","1980年","２５－２９歳","岡山県","女","64959"
"全域","1980年","２５－２９歳","広島県","女","101715"
"全域","1980年","２５－２９歳","山口県","女","55854"
"全域","1980年","２５－２９歳","徳島県","女","30725"
"全域","1980年","２５－２９歳","香川県","女","35837"
"全域","1980年","２５－２９歳","愛媛県","女","55771"
"全域","1980年","２５－２９歳","高知県","女","29012"
"全域","1980年","２５－２９歳","福岡県","女","186930"
"全域","1980年","２５－２９歳","佐賀県","女","33433"
"全域","1980年","２５－２９歳","長崎県","女","62245"
"全域","1980年","２５－２９歳","熊本県","女","68934"
"全域","1980年","２５－２９歳","大分県","女","45749"
