"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","１－３月","1980年","秋田県","男","総人口","  19歳","1805"
"全域","１－３月","1980年","山形県","男","総人口","  19歳","1944"
"全域","１－３月","1980年","福島県","男","総人口","  19歳","3238"
"全域","１－３月","1980年","茨城県","男","総人口","  19歳","4443"
"全域","１－３月","1980年","栃木県","男","総人口","  19歳","2884"
"全域","１－３月","1980年","群馬県","男","総人口","  19歳","2794"
"全域","１－３月","1980年","埼玉県","男","総人口","  19歳","10458"
"全域","１－３月","1980年","千葉県","男","総人口","  19歳","8977"
"全域","１－３月","1980年","東京都","男","総人口","  19歳","33511"
"全域","１－３月","1980年","神奈川県","男","総人口","  19歳","15696"
"全域","１－３月","1980年","新潟県","男","総人口","  19歳","3700"
"全域","１－３月","1980年","富山県","男","総人口","  19歳","1429"
"全域","１－３月","1980年","石川県","男","総人口","  19歳","2011"
"全域","１－３月","1980年","福井県","男","総人口","  19歳","1238"
"全域","１－３月","1980年","山梨県","男","総人口","  19歳","1335"
"全域","１－３月","1980年","長野県","男","総人口","  19歳","2570"
"全域","１－３月","1980年","岐阜県","男","総人口","  19歳","3165"
"全域","１－３月","1980年","静岡県","男","総人口","  19歳","4747"
"全域","１－３月","1980年","愛知県","男","総人口","  19歳","12899"
"全域","１－３月","1980年","三重県","男","総人口","  19歳","2369"
"全域","１－３月","1980年","滋賀県","男","総人口","  19歳","1951"
"全域","１－３月","1980年","京都府","男","総人口","  19歳","6300"
"全域","１－３月","1980年","大阪府","男","総人口","  19歳","17555"
"全域","１－３月","1980年","兵庫県","男","総人口","  19歳","8558"
"全域","１－３月","1980年","奈良県","男","総人口","  19歳","2039"
"全域","１－３月","1980年","和歌山県","男","総人口","  19歳","1408"
"全域","１－３月","1980年","鳥取県","男","総人口","  19歳","841"
"全域","１－３月","1980年","島根県","男","総人口","  19歳","994"
"全域","１－３月","1980年","岡山県","男","総人口","  19歳","2510"
"全域","１－３月","1980年","広島県","男","総人口","  19歳","4149"
"全域","１－３月","1980年","山口県","男","総人口","  19歳","2014"
"全域","１－３月","1980年","徳島県","男","総人口","  19歳","1091"
"全域","１－３月","1980年","香川県","男","総人口","  19歳","1199"
"全域","１－３月","1980年","愛媛県","男","総人口","  19歳","1781"
"全域","１－３月","1980年","高知県","男","総人口","  19歳","1113"
"全域","１－３月","1980年","福岡県","男","総人口","  19歳","9715"
"全域","１－３月","1980年","佐賀県","男","総人口","  19歳","1314"
"全域","１－３月","1980年","長崎県","男","総人口","  19歳","2211"
"全域","１－３月","1980年","熊本県","男","総人口","  19歳","3071"
"全域","１－３月","1980年","大分県","男","総人口","  19歳","1610"
"全域","１－３月","1980年","宮崎県","男","総人口","  19歳","1453"
"全域","１－３月","1980年","鹿児島県","男","総人口","  19歳","2135"
"全域","１－３月","1980年","沖縄県","男","総人口","  19歳","1757"
"全域","４－６月","1980年","全国","男","総人口","  19歳","194797"
"全域","４－６月","1980年","全国市部","男","総人口","  19歳","160503"
"全域","４－６月","1980年","全国郡部","男","総人口","  19歳","34294"
"全域","４－６月","1980年","北海道","男","総人口","  19歳","10077"
"全域","４－６月","1980年","青森県","男","総人口","  19歳","2390"
"全域","４－６月","1980年","岩手県","男","総人口","  19歳","2009"
"全域","４－６月","1980年","宮城県","男","総人口","  19歳","4558"
"全域","４－６月","1980年","秋田県","男","総人口","  19歳","1611"
"全域","４－６月","1980年","山形県","男","総人口","  19歳","1584"
"全域","４－６月","1980年","福島県","男","総人口","  19歳","2963"
"全域","４－６月","1980年","茨城県","男","総人口","  19歳","3729"
"全域","４－６月","1980年","栃木県","男","総人口","  19歳","2295"
"全域","４－６月","1980年","群馬県","男","総人口","  19歳","2538"
"全域","４－６月","1980年","埼玉県","男","総人口","  19歳","9496"
"全域","４－６月","1980年","千葉県","男","総人口","  19歳","7987"
"全域","４－６月","1980年","東京都","男","総人口","  19歳","28975"
"全域","４－６月","1980年","神奈川県","男","総人口","  19歳","14700"
"全域","４－６月","1980年","新潟県","男","総人口","  19歳","3091"
"全域","４－６月","1980年","富山県","男","総人口","  19歳","1312"
"全域","４－６月","1980年","石川県","男","総人口","  19歳","1657"
"全域","４－６月","1980年","福井県","男","総人口","  19歳","1017"
"全域","４－６月","1980年","山梨県","男","総人口","  19歳","1123"
"全域","４－６月","1980年","長野県","男","総人口","  19歳","2414"
"全域","４－６月","1980年","岐阜県","男","総人口","  19歳","2503"
"全域","４－６月","1980年","静岡県","男","総人口","  19歳","4492"
"全域","４－６月","1980年","愛知県","男","総人口","  19歳","12463"
"全域","４－６月","1980年","三重県","男","総人口","  19歳","2091"
"全域","４－６月","1980年","滋賀県","男","総人口","  19歳","1527"
"全域","４－６月","1980年","京都府","男","総人口","  19歳","5305"
"全域","４－６月","1980年","大阪府","男","総人口","  19歳","15580"
"全域","４－６月","1980年","兵庫県","男","総人口","  19歳","7299"
"全域","４－６月","1980年","奈良県","男","総人口","  19歳","1667"
"全域","４－６月","1980年","和歌山県","男","総人口","  19歳","1177"
"全域","４－６月","1980年","鳥取県","男","総人口","  19歳","828"
"全域","４－６月","1980年","島根県","男","総人口","  19歳","768"
"全域","４－６月","1980年","岡山県","男","総人口","  19歳","2258"
"全域","４－６月","1980年","広島県","男","総人口","  19歳","4006"
"全域","４－６月","1980年","山口県","男","総人口","  19歳","1784"
"全域","４－６月","1980年","徳島県","男","総人口","  19歳","897"
"全域","４－６月","1980年","香川県","男","総人口","  19歳","1107"
"全域","４－６月","1980年","愛媛県","男","総人口","  19歳","1619"
"全域","４－６月","1980年","高知県","男","総人口","  19歳","879"
"全域","４－６月","1980年","福岡県","男","総人口","  19歳","8707"
"全域","４－６月","1980年","佐賀県","男","総人口","  19歳","1091"
"全域","４－６月","1980年","長崎県","男","総人口","  19歳","1889"
"全域","４－６月","1980年","熊本県","男","総人口","  19歳","2818"
"全域","４－６月","1980年","大分県","男","総人口","  19歳","1449"
"全域","４－６月","1980年","宮崎県","男","総人口","  19歳","1154"
"全域","４－６月","1980年","鹿児島県","男","総人口","  19歳","1939"
"全域","４－６月","1980年","沖縄県","男","総人口","  19歳","1974"
"全域","７－９月","1980年","全国","男","総人口","  19歳","196311"
"全域","７－９月","1980年","全国市部","男","総人口","  19歳","163504"
"全域","７－９月","1980年","全国郡部","男","総人口","  19歳","32807"
"全域","７－９月","1980年","北海道","男","総人口","  19歳","9338"
"全域","７－９月","1980年","青森県","男","総人口","  19歳","2062"
"全域","７－９月","1980年","岩手県","男","総人口","  19歳","1676"
"全域","７－９月","1980年","宮城県","男","総人口","  19歳","4327"
"全域","７－９月","1980年","秋田県","男","総人口","  19歳","1433"
"全域","７－９月","1980年","山形県","男","総人口","  19歳","1395"
"全域","７－９月","1980年","福島県","男","総人口","  19歳","2514"
"全域","７－９月","1980年","茨城県","男","総人口","  19歳","3446"
"全域","７－９月","1980年","栃木県","男","総人口","  19歳","2190"
"全域","７－９月","1980年","群馬県","男","総人口","  19歳","2343"
"全域","７－９月","1980年","埼玉県","男","総人口","  19歳","9975"
"全域","７－９月","1980年","千葉県","男","総人口","  19歳","8009"
"全域","７－９月","1980年","東京都","男","総人口","  19歳","29969"
"全域","７－９月","1980年","神奈川県","男","総人口","  19歳","14991"
"全域","７－９月","1980年","新潟県","男","総人口","  19歳","2886"
"全域","７－９月","1980年","富山県","男","総人口","  19歳","1257"
"全域","７－９月","1980年","石川県","男","総人口","  19歳","1643"
"全域","７－９月","1980年","福井県","男","総人口","  19歳","871"
"全域","７－９月","1980年","山梨県","男","総人口","  19歳","1087"
"全域","７－９月","1980年","長野県","男","総人口","  19歳","2096"
"全域","７－９月","1980年","岐阜県","男","総人口","  19歳","2723"
"全域","７－９月","1980年","静岡県","男","総人口","  19歳","4403"
"全域","７－９月","1980年","愛知県","男","総人口","  19歳","12634"
"全域","７－９月","1980年","三重県","男","総人口","  19歳","2134"
"全域","７－９月","1980年","滋賀県","男","総人口","  19歳","1530"
"全域","７－９月","1980年","京都府","男","総人口","  19歳","5569"
"全域","７－９月","1980年","大阪府","男","総人口","  19歳","16788"
