"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","４－６月","1980年","神奈川県","男","総人口","  10歳","15990"
"全域","４－６月","1980年","新潟県","男","総人口","  10歳","5013"
"全域","４－６月","1980年","富山県","男","総人口","  10歳","2304"
"全域","４－６月","1980年","石川県","男","総人口","  10歳","2331"
"全域","４－６月","1980年","福井県","男","総人口","  10歳","1650"
"全域","４－６月","1980年","山梨県","男","総人口","  10歳","1758"
"全域","４－６月","1980年","長野県","男","総人口","  10歳","4476"
"全域","４－６月","1980年","岐阜県","男","総人口","  10歳","4217"
"全域","４－６月","1980年","静岡県","男","総人口","  10歳","7768"
"全域","４－６月","1980年","愛知県","男","総人口","  10歳","13865"
"全域","４－６月","1980年","三重県","男","総人口","  10歳","3389"
"全域","４－６月","1980年","滋賀県","男","総人口","  10歳","2114"
"全域","４－６月","1980年","京都府","男","総人口","  10歳","5133"
"全域","４－６月","1980年","大阪府","男","総人口","  10歳","18896"
"全域","４－６月","1980年","兵庫県","男","総人口","  10歳","10933"
"全域","４－６月","1980年","奈良県","男","総人口","  10歳","2606"
"全域","４－６月","1980年","和歌山県","男","総人口","  10歳","2261"
"全域","４－６月","1980年","鳥取県","男","総人口","  10歳","1121"
"全域","４－６月","1980年","島根県","男","総人口","  10歳","1407"
"全域","４－６月","1980年","岡山県","男","総人口","  10歳","3851"
"全域","４－６月","1980年","広島県","男","総人口","  10歳","5678"
"全域","４－６月","1980年","山口県","男","総人口","  10歳","3182"
"全域","４－６月","1980年","徳島県","男","総人口","  10歳","1478"
"全域","４－６月","1980年","香川県","男","総人口","  10歳","1884"
"全域","４－６月","1980年","愛媛県","男","総人口","  10歳","3068"
"全域","４－６月","1980年","高知県","男","総人口","  10歳","1500"
"全域","４－６月","1980年","福岡県","男","総人口","  10歳","8999"
"全域","４－６月","1980年","佐賀県","男","総人口","  10歳","1705"
"全域","４－６月","1980年","長崎県","男","総人口","  10歳","3313"
"全域","４－６月","1980年","熊本県","男","総人口","  10歳","3291"
"全域","４－６月","1980年","大分県","男","総人口","  10歳","2411"
"全域","４－６月","1980年","宮崎県","男","総人口","  10歳","2278"
"全域","４－６月","1980年","鹿児島県","男","総人口","  10歳","3335"
"全域","４－６月","1980年","沖縄県","男","総人口","  10歳","2811"
"全域","７－９月","1980年","全国","男","総人口","  10歳","254008"
"全域","７－９月","1980年","全国市部","男","総人口","  10歳","197786"
"全域","７－９月","1980年","全国郡部","男","総人口","  10歳","56222"
"全域","７－９月","1980年","北海道","男","総人口","  10歳","11271"
"全域","７－９月","1980年","青森県","男","総人口","  10歳","3297"
"全域","７－９月","1980年","岩手県","男","総人口","  10歳","2798"
"全域","７－９月","1980年","宮城県","男","総人口","  10歳","4175"
"全域","７－９月","1980年","秋田県","男","総人口","  10歳","2186"
"全域","７－９月","1980年","山形県","男","総人口","  10歳","2134"
"全域","７－９月","1980年","福島県","男","総人口","  10歳","3736"
"全域","７－９月","1980年","茨城県","男","総人口","  10歳","5514"
"全域","７－９月","1980年","栃木県","男","総人口","  10歳","3771"
"全域","７－９月","1980年","群馬県","男","総人口","  10歳","4002"
"全域","７－９月","1980年","埼玉県","男","総人口","  10歳","14045"
"全域","７－９月","1980年","千葉県","男","総人口","  10歳","11432"
"全域","７－９月","1980年","東京都","男","総人口","  10歳","22906"
"全域","７－９月","1980年","神奈川県","男","総人口","  10歳","16672"
"全域","７－９月","1980年","新潟県","男","総人口","  10歳","4745"
"全域","７－９月","1980年","富山県","男","総人口","  10歳","2255"
"全域","７－９月","1980年","石川県","男","総人口","  10歳","2425"
"全域","７－９月","1980年","福井県","男","総人口","  10歳","1577"
"全域","７－９月","1980年","山梨県","男","総人口","  10歳","1663"
"全域","７－９月","1980年","長野県","男","総人口","  10歳","4157"
"全域","７－９月","1980年","岐阜県","男","総人口","  10歳","4412"
"全域","７－９月","1980年","静岡県","男","総人口","  10歳","7855"
"全域","７－９月","1980年","愛知県","男","総人口","  10歳","15138"
"全域","７－９月","1980年","三重県","男","総人口","  10歳","3660"
"全域","７－９月","1980年","滋賀県","男","総人口","  10歳","2348"
"全域","７－９月","1980年","京都府","男","総人口","  10歳","5426"
"全域","７－９月","1980年","大阪府","男","総人口","  10歳","20318"
"全域","７－９月","1980年","兵庫県","男","総人口","  10歳","11627"
"全域","７－９月","1980年","奈良県","男","総人口","  10歳","2705"
"全域","７－９月","1980年","和歌山県","男","総人口","  10歳","2305"
"全域","７－９月","1980年","鳥取県","男","総人口","  10歳","1089"
"全域","７－９月","1980年","島根県","男","総人口","  10歳","1437"
"全域","７－９月","1980年","岡山県","男","総人口","  10歳","3791"
"全域","７－９月","1980年","広島県","男","総人口","  10歳","6124"
"全域","７－９月","1980年","山口県","男","総人口","  10歳","3300"
"全域","７－９月","1980年","徳島県","男","総人口","  10歳","1620"
"全域","７－９月","1980年","香川県","男","総人口","  10歳","2031"
"全域","７－９月","1980年","愛媛県","男","総人口","  10歳","3044"
"全域","７－９月","1980年","高知県","男","総人口","  10歳","1580"
"全域","７－９月","1980年","福岡県","男","総人口","  10歳","9414"
"全域","７－９月","1980年","佐賀県","男","総人口","  10歳","1791"
"全域","７－９月","1980年","長崎県","男","総人口","  10歳","3446"
"全域","７－９月","1980年","熊本県","男","総人口","  10歳","3445"
"全域","７－９月","1980年","大分県","男","総人口","  10歳","2422"
"全域","７－９月","1980年","宮崎県","男","総人口","  10歳","2468"
"全域","７－９月","1980年","鹿児島県","男","総人口","  10歳","3477"
"全域","７－９月","1980年","沖縄県","男","総人口","  10歳","2974"
"全域","１０－１２月","1980年","全国","男","総人口","  10歳","231440"
"全域","１０－１２月","1980年","全国市部","男","総人口","  10歳","179034"
"全域","１０－１２月","1980年","全国郡部","男","総人口","  10歳","52406"
"全域","１０－１２月","1980年","北海道","男","総人口","  10歳","10238"
"全域","１０－１２月","1980年","青森県","男","総人口","  10歳","3076"
"全域","１０－１２月","1980年","岩手県","男","総人口","  10歳","2646"
"全域","１０－１２月","1980年","宮城県","男","総人口","  10歳","3782"
"全域","１０－１２月","1980年","秋田県","男","総人口","  10歳","1958"
"全域","１０－１２月","1980年","山形県","男","総人口","  10歳","1946"
"全域","１０－１２月","1980年","福島県","男","総人口","  10歳","3675"
"全域","１０－１２月","1980年","茨城県","男","総人口","  10歳","5286"
"全域","１０－１２月","1980年","栃木県","男","総人口","  10歳","3546"
"全域","１０－１２月","1980年","群馬県","男","総人口","  10歳","3590"
"全域","１０－１２月","1980年","埼玉県","男","総人口","  10歳","12781"
"全域","１０－１２月","1980年","千葉県","男","総人口","  10歳","10577"
"全域","１０－１２月","1980年","東京都","男","総人口","  10歳","20985"
"全域","１０－１２月","1980年","神奈川県","男","総人口","  10歳","14596"
"全域","１０－１２月","1980年","新潟県","男","総人口","  10歳","4203"
"全域","１０－１２月","1980年","富山県","男","総人口","  10歳","2029"
"全域","１０－１２月","1980年","石川県","男","総人口","  10歳","2138"
"全域","１０－１２月","1980年","福井県","男","総人口","  10歳","1435"
"全域","１０－１２月","1980年","山梨県","男","総人口","  10歳","1561"
"全域","１０－１２月","1980年","長野県","男","総人口","  10歳","3646"
"全域","１０－１２月","1980年","岐阜県","男","総人口","  10歳","4003"
"全域","１０－１２月","1980年","静岡県","男","総人口","  10歳","6969"
"全域","１０－１２月","1980年","愛知県","男","総人口","  10歳","13438"
"全域","１０－１２月","1980年","三重県","男","総人口","  10歳","3540"
"全域","１０－１２月","1980年","滋賀県","男","総人口","  10歳","2225"
"全域","１０－１２月","1980年","京都府","男","総人口","  10歳","4902"
"全域","１０－１２月","1980年","大阪府","男","総人口","  10歳","18494"
"全域","１０－１２月","1980年","兵庫県","男","総人口","  10歳","10509"
"全域","１０－１２月","1980年","奈良県","男","総人口","  10歳","2633"
"全域","１０－１２月","1980年","和歌山県","男","総人口","  10歳","2126"
"全域","１０－１２月","1980年","鳥取県","男","総人口","  10歳","944"
"全域","１０－１２月","1980年","島根県","男","総人口","  10歳","1416"
"全域","１０－１２月","1980年","岡山県","男","総人口","  10歳","3479"
"全域","１０－１２月","1980年","広島県","男","総人口","  10歳","5381"
"全域","１０－１２月","1980年","山口県","男","総人口","  10歳","2936"
"全域","１０－１２月","1980年","徳島県","男","総人口","  10歳","1495"
"全域","１０－１２月","1980年","香川県","男","総人口","  10歳","1855"
"全域","１０－１２月","1980年","愛媛県","男","総人口","  10歳","2775"
"全域","１０－１２月","1980年","高知県","男","総人口","  10歳","1566"
"全域","１０－１２月","1980年","福岡県","男","総人口","  10歳","8561"
"全域","１０－１２月","1980年","佐賀県","男","総人口","  10歳","1584"
"全域","１０－１２月","1980年","長崎県","男","総人口","  10歳","3154"
"全域","１０－１２月","1980年","熊本県","男","総人口","  10歳","3206"
"全域","１０－１２月","1980年","大分県","男","総人口","  10歳","2226"
"全域","１０－１２月","1980年","宮崎県","男","総人口","  10歳","2243"
"全域","１０－１２月","1980年","鹿児島県","男","総人口","  10歳","3262"
"全域","１０－１２月","1980年","沖縄県","男","総人口","  10歳","2824"
"全域","総数","1980年","全国","男","総人口","  11歳","969928"
"全域","総数","1980年","全国市部","男","総人口","  11歳","747182"
"全域","総数","1980年","全国郡部","男","総人口","  11歳","222746"
"全域","総数","1980年","北海道","男","総人口","  11歳","45160"
"全域","総数","1980年","青森県","男","総人口","  11歳","13243"
"全域","総数","1980年","岩手県","男","総人口","  11歳","11683"
"全域","総数","1980年","宮城県","男","総人口","  11歳","16014"
"全域","総数","1980年","秋田県","男","総人口","  11歳","9004"
"全域","総数","1980年","山形県","男","総人口","  11歳","8924"
"全域","総数","1980年","福島県","男","総人口","  11歳","15489"
"全域","総数","1980年","茨城県","男","総人口","  11歳","21573"
"全域","総数","1980年","栃木県","男","総人口","  11歳","14743"
"全域","総数","1980年","群馬県","男","総人口","  11歳","15292"
"全域","総数","1980年","埼玉県","男","総人口","  11歳","52009"
"全域","総数","1980年","千葉県","男","総人口","  11歳","43206"
"全域","総数","1980年","東京都","男","総人口","  11歳","87479"
"全域","総数","1980年","神奈川県","男","総人口","  11歳","60768"
"全域","総数","1980年","新潟県","男","総人口","  11歳","19572"
"全域","総数","1980年","富山県","男","総人口","  11歳","9076"
"全域","総数","1980年","石川県","男","総人口","  11歳","8901"
"全域","総数","1980年","福井県","男","総人口","  11歳","6172"
"全域","総数","1980年","山梨県","男","総人口","  11歳","6744"
"全域","総数","1980年","長野県","男","総人口","  11歳","16546"
"全域","総数","1980年","岐阜県","男","総人口","  11歳","16607"
"全域","総数","1980年","静岡県","男","総人口","  11歳","29390"
"全域","総数","1980年","愛知県","男","総人口","  11歳","54634"
"全域","総数","1980年","三重県","男","総人口","  11歳","13658"
"全域","総数","1980年","滋賀県","男","総人口","  11歳","8854"
"全域","総数","1980年","京都府","男","総人口","  11歳","20214"
"全域","総数","1980年","大阪府","男","総人口","  11歳","75870"
"全域","総数","1980年","兵庫県","男","総人口","  11歳","43475"
"全域","総数","1980年","奈良県","男","総人口","  11歳","10379"
"全域","総数","1980年","和歌山県","男","総人口","  11歳","8852"
"全域","総数","1980年","鳥取県","男","総人口","  11歳","4390"
"全域","総数","1980年","島根県","男","総人口","  11歳","5770"
"全域","総数","1980年","岡山県","男","総人口","  11歳","14868"
"全域","総数","1980年","広島県","男","総人口","  11歳","22498"
"全域","総数","1980年","山口県","男","総人口","  11歳","12691"
"全域","総数","1980年","徳島県","男","総人口","  11歳","6124"
"全域","総数","1980年","香川県","男","総人口","  11歳","7588"
"全域","総数","1980年","愛媛県","男","総人口","  11歳","11897"
"全域","総数","1980年","高知県","男","総人口","  11歳","6032"
"全域","総数","1980年","福岡県","男","総人口","  11歳","35896"
"全域","総数","1980年","佐賀県","男","総人口","  11歳","6999"
"全域","総数","1980年","長崎県","男","総人口","  11歳","14029"
"全域","総数","1980年","熊本県","男","総人口","  11歳","13621"
"全域","総数","1980年","大分県","男","総人口","  11歳","9754"
"全域","総数","1980年","宮崎県","男","総人口","  11歳","9200"
"全域","総数","1980年","鹿児島県","男","総人口","  11歳","13778"
"全域","総数","1980年","沖縄県","男","総人口","  11歳","11262"
"全域","１－３月","1980年","全国","男","総人口","  11歳","251080"
"全域","１－３月","1980年","全国市部","男","総人口","  11歳","190473"
"全域","１－３月","1980年","全国郡部","男","総人口","  11歳","60607"
"全域","１－３月","1980年","北海道","男","総人口","  11歳","11950"
"全域","１－３月","1980年","青森県","男","総人口","  11歳","3547"
"全域","１－３月","1980年","岩手県","男","総人口","  11歳","3117"
"全域","１－３月","1980年","宮城県","男","総人口","  11歳","4219"
"全域","１－３月","1980年","秋田県","男","総人口","  11歳","2453"
"全域","１－３月","1980年","山形県","男","総人口","  11歳","2659"
"全域","１－３月","1980年","福島県","男","総人口","  11歳","4214"
"全域","１－３月","1980年","茨城県","男","総人口","  11歳","5926"
"全域","１－３月","1980年","栃木県","男","総人口","  11歳","4022"
"全域","１－３月","1980年","群馬県","男","総人口","  11歳","4116"
"全域","１－３月","1980年","埼玉県","男","総人口","  11歳","13225"
"全域","１－３月","1980年","千葉県","男","総人口","  11歳","10963"
"全域","１－３月","1980年","東京都","男","総人口","  11歳","21843"
"全域","１－３月","1980年","神奈川県","男","総人口","  11歳","15306"
"全域","１－３月","1980年","新潟県","男","総人口","  11歳","5332"
"全域","１－３月","1980年","富山県","男","総人口","  11歳","2374"
"全域","１－３月","1980年","石川県","男","総人口","  11歳","2284"
"全域","１－３月","1980年","福井県","男","総人口","  11歳","1628"
"全域","１－３月","1980年","山梨県","男","総人口","  11歳","1782"
"全域","１－３月","1980年","長野県","男","総人口","  11歳","4325"
"全域","１－３月","1980年","岐阜県","男","総人口","  11歳","4507"
"全域","１－３月","1980年","静岡県","男","総人口","  11歳","7171"
"全域","１－３月","1980年","愛知県","男","総人口","  11歳","13694"
"全域","１－３月","1980年","三重県","男","総人口","  11歳","3401"
"全域","１－３月","1980年","滋賀県","男","総人口","  11歳","2371"
"全域","１－３月","1980年","京都府","男","総人口","  11歳","5208"
"全域","１－３月","1980年","大阪府","男","総人口","  11歳","19146"
"全域","１－３月","1980年","兵庫県","男","総人口","  11歳","11022"
"全域","１－３月","1980年","奈良県","男","総人口","  11歳","2705"
"全域","１－３月","1980年","和歌山県","男","総人口","  11歳","2315"
"全域","１－３月","1980年","鳥取県","男","総人口","  11歳","1176"
"全域","１－３月","1980年","島根県","男","総人口","  11歳","1582"
"全域","１－３月","1980年","岡山県","男","総人口","  11歳","3909"
"全域","１－３月","1980年","広島県","男","総人口","  11歳","5783"
"全域","１－３月","1980年","山口県","男","総人口","  11歳","3345"
"全域","１－３月","1980年","徳島県","男","総人口","  11歳","1629"
"全域","１－３月","1980年","香川県","男","総人口","  11歳","1979"
"全域","１－３月","1980年","愛媛県","男","総人口","  11歳","3051"
"全域","１－３月","1980年","高知県","男","総人口","  11歳","1578"
"全域","１－３月","1980年","福岡県","男","総人口","  11歳","9600"
"全域","１－３月","1980年","佐賀県","男","総人口","  11歳","1842"
"全域","１－３月","1980年","長崎県","男","総人口","  11歳","3759"
"全域","１－３月","1980年","熊本県","男","総人口","  11歳","3681"
"全域","１－３月","1980年","大分県","男","総人口","  11歳","2564"
"全域","１－３月","1980年","宮崎県","男","総人口","  11歳","2439"
"全域","１－３月","1980年","鹿児島県","男","総人口","  11歳","3604"
"全域","１－３月","1980年","沖縄県","男","総人口","  11歳","2734"
"全域","４－６月","1980年","全国","男","総人口","  11歳","242226"
"全域","４－６月","1980年","全国市部","男","総人口","  11歳","186607"
"全域","４－６月","1980年","全国郡部","男","総人口","  11歳","55619"
"全域","４－６月","1980年","北海道","男","総人口","  11歳","11910"
"全域","４－６月","1980年","青森県","男","総人口","  11歳","3474"
"全域","４－６月","1980年","岩手県","男","総人口","  11歳","3130"
"全域","４－６月","1980年","宮城県","男","総人口","  11歳","3987"
"全域","４－６月","1980年","秋田県","男","総人口","  11歳","2409"
"全域","４－６月","1980年","山形県","男","総人口","  11歳","2242"
"全域","４－６月","1980年","福島県","男","総人口","  11歳","3982"
"全域","４－６月","1980年","茨城県","男","総人口","  11歳","5289"
"全域","４－６月","1980年","栃木県","男","総人口","  11歳","3519"
"全域","４－６月","1980年","群馬県","男","総人口","  11歳","3867"
"全域","４－６月","1980年","埼玉県","男","総人口","  11歳","12855"
"全域","４－６月","1980年","千葉県","男","総人口","  11歳","10648"
"全域","４－６月","1980年","東京都","男","総人口","  11歳","21699"
"全域","４－６月","1980年","神奈川県","男","総人口","  11歳","15238"
"全域","４－６月","1980年","新潟県","男","総人口","  11歳","5106"
"全域","４－６月","1980年","富山県","男","総人口","  11歳","2250"
"全域","４－６月","1980年","石川県","男","総人口","  11歳","2246"
"全域","４－６月","1980年","福井県","男","総人口","  11歳","1571"
"全域","４－６月","1980年","山梨県","男","総人口","  11歳","1779"
"全域","４－６月","1980年","長野県","男","総人口","  11歳","4276"
"全域","４－６月","1980年","岐阜県","男","総人口","  11歳","4130"
"全域","４－６月","1980年","静岡県","男","総人口","  11歳","7697"
"全域","４－６月","1980年","愛知県","男","総人口","  11歳","13627"
"全域","４－６月","1980年","三重県","男","総人口","  11歳","3293"
"全域","４－６月","1980年","滋賀県","男","総人口","  11歳","2015"
"全域","４－６月","1980年","京都府","男","総人口","  11歳","4913"
"全域","４－６月","1980年","大阪府","男","総人口","  11歳","18552"
"全域","４－６月","1980年","兵庫県","男","総人口","  11歳","10785"
"全域","４－６月","1980年","奈良県","男","総人口","  11歳","2456"
"全域","４－６月","1980年","和歌山県","男","総人口","  11歳","2040"
"全域","４－６月","1980年","鳥取県","男","総人口","  11歳","1143"
"全域","４－６月","1980年","島根県","男","総人口","  11歳","1404"
"全域","４－６月","1980年","岡山県","男","総人口","  11歳","3693"
"全域","４－６月","1980年","広島県","男","総人口","  11歳","5674"
"全域","４－６月","1980年","山口県","男","総人口","  11歳","3160"
"全域","４－６月","1980年","徳島県","男","総人口","  11歳","1503"
"全域","４－６月","1980年","香川県","男","総人口","  11歳","1840"
"全域","４－６月","1980年","愛媛県","男","総人口","  11歳","2936"
"全域","４－６月","1980年","高知県","男","総人口","  11歳","1421"
"全域","４－６月","1980年","福岡県","男","総人口","  11歳","8897"
"全域","４－６月","1980年","佐賀県","男","総人口","  11歳","1746"
"全域","４－６月","1980年","長崎県","男","総人口","  11歳","3458"
"全域","４－６月","1980年","熊本県","男","総人口","  11歳","3394"
"全域","４－６月","1980年","大分県","男","総人口","  11歳","2494"
"全域","４－６月","1980年","宮崎県","男","総人口","  11歳","2217"
"全域","４－６月","1980年","鹿児島県","男","総人口","  11歳","3471"
"全域","４－６月","1980年","沖縄県","男","総人口","  11歳","2790"
"全域","７－９月","1980年","全国","男","総人口","  11歳","241612"
"全域","７－９月","1980年","全国市部","男","総人口","  11歳","188341"
"全域","７－９月","1980年","全国郡部","男","総人口","  11歳","53271"
"全域","７－９月","1980年","北海道","男","総人口","  11歳","10863"
"全域","７－９月","1980年","青森県","男","総人口","  11歳","3130"
"全域","７－９月","1980年","岩手県","男","総人口","  11歳","2773"
"全域","７－９月","1980年","宮城県","男","総人口","  11歳","3962"
"全域","７－９月","1980年","秋田県","男","総人口","  11歳","2135"
"全域","７－９月","1980年","山形県","男","総人口","  11歳","2050"
"全域","７－９月","1980年","福島県","男","総人口","  11歳","3629"
"全域","７－９月","1980年","茨城県","男","総人口","  11歳","5142"
"全域","７－９月","1980年","栃木県","男","総人口","  11歳","3592"
"全域","７－９月","1980年","群馬県","男","総人口","  11歳","3690"
"全域","７－９月","1980年","埼玉県","男","総人口","  11歳","13261"
"全域","７－９月","1980年","千葉県","男","総人口","  11歳","10974"
"全域","７－９月","1980年","東京都","男","総人口","  11歳","22300"
"全域","７－９月","1980年","神奈川県","男","総人口","  11歳","15551"
"全域","７－９月","1980年","新潟県","男","総人口","  11歳","4689"
"全域","７－９月","1980年","富山県","男","総人口","  11歳","2260"
"全域","７－９月","1980年","石川県","男","総人口","  11歳","2226"
"全域","７－９月","1980年","福井県","男","総人口","  11歳","1473"
"全域","７－９月","1980年","山梨県","男","総人口","  11歳","1513"
"全域","７－９月","1980年","長野県","男","総人口","  11歳","4028"
"全域","７－９月","1980年","岐阜県","男","総人口","  11歳","3966"
"全域","７－９月","1980年","静岡県","男","総人口","  11歳","7565"
"全域","７－９月","1980年","愛知県","男","総人口","  11歳","13781"
"全域","７－９月","1980年","三重県","男","総人口","  11歳","3436"
"全域","７－９月","1980年","滋賀県","男","総人口","  11歳","2151"
"全域","７－９月","1980年","京都府","男","総人口","  11歳","5069"
"全域","７－９月","1980年","大阪府","男","総人口","  11歳","19488"
"全域","７－９月","1980年","兵庫県","男","総人口","  11歳","10938"
"全域","７－９月","1980年","奈良県","男","総人口","  11歳","2544"
"全域","７－９月","1980年","和歌山県","男","総人口","  11歳","2276"
"全域","７－９月","1980年","鳥取県","男","総人口","  11歳","1039"
"全域","７－９月","1980年","島根県","男","総人口","  11歳","1392"
"全域","７－９月","1980年","岡山県","男","総人口","  11歳","3694"
"全域","７－９月","1980年","広島県","男","総人口","  11歳","5648"
"全域","７－９月","1980年","山口県","男","総人口","  11歳","3115"
"全域","７－９月","1980年","徳島県","男","総人口","  11歳","1471"
"全域","７－９月","1980年","香川県","男","総人口","  11歳","1949"
"全域","７－９月","1980年","愛媛県","男","総人口","  11歳","2948"
"全域","７－９月","1980年","高知県","男","総人口","  11歳","1539"
"全域","７－９月","1980年","福岡県","男","総人口","  11歳","8974"
"全域","７－９月","1980年","佐賀県","男","総人口","  11歳","1708"
"全域","７－９月","1980年","長崎県","男","総人口","  11歳","3400"
"全域","７－９月","1980年","熊本県","男","総人口","  11歳","3360"
"全域","７－９月","1980年","大分県","男","総人口","  11歳","2385"
"全域","７－９月","1980年","宮崎県","男","総人口","  11歳","2242"
"全域","７－９月","1980年","鹿児島県","男","総人口","  11歳","3357"
"全域","７－９月","1980年","沖縄県","男","総人口","  11歳","2936"
"全域","１０－１２月","1980年","全国","男","総人口","  11歳","235010"
"全域","１０－１２月","1980年","全国市部","男","総人口","  11歳","181761"
"全域","１０－１２月","1980年","全国郡部","男","総人口","  11歳","53249"
"全域","１０－１２月","1980年","北海道","男","総人口","  11歳","10437"
"全域","１０－１２月","1980年","青森県","男","総人口","  11歳","3092"
"全域","１０－１２月","1980年","岩手県","男","総人口","  11歳","2663"
"全域","１０－１２月","1980年","宮城県","男","総人口","  11歳","3846"
"全域","１０－１２月","1980年","秋田県","男","総人口","  11歳","2007"
"全域","１０－１２月","1980年","山形県","男","総人口","  11歳","1973"
"全域","１０－１２月","1980年","福島県","男","総人口","  11歳","3664"
"全域","１０－１２月","1980年","茨城県","男","総人口","  11歳","5216"
"全域","１０－１２月","1980年","栃木県","男","総人口","  11歳","3610"
"全域","１０－１２月","1980年","群馬県","男","総人口","  11歳","3619"
"全域","１０－１２月","1980年","埼玉県","男","総人口","  11歳","12668"
"全域","１０－１２月","1980年","千葉県","男","総人口","  11歳","10621"
"全域","１０－１２月","1980年","東京都","男","総人口","  11歳","21637"
"全域","１０－１２月","1980年","神奈川県","男","総人口","  11歳","14673"
"全域","１０－１２月","1980年","新潟県","男","総人口","  11歳","4445"
"全域","１０－１２月","1980年","富山県","男","総人口","  11歳","2192"
"全域","１０－１２月","1980年","石川県","男","総人口","  11歳","2145"
"全域","１０－１２月","1980年","福井県","男","総人口","  11歳","1500"
"全域","１０－１２月","1980年","山梨県","男","総人口","  11歳","1670"
"全域","１０－１２月","1980年","長野県","男","総人口","  11歳","3917"
"全域","１０－１２月","1980年","岐阜県","男","総人口","  11歳","4004"
"全域","１０－１２月","1980年","静岡県","男","総人口","  11歳","6957"
"全域","１０－１２月","1980年","愛知県","男","総人口","  11歳","13532"
"全域","１０－１２月","1980年","三重県","男","総人口","  11歳","3528"
"全域","１０－１２月","1980年","滋賀県","男","総人口","  11歳","2317"
"全域","１０－１２月","1980年","京都府","男","総人口","  11歳","5024"
"全域","１０－１２月","1980年","大阪府","男","総人口","  11歳","18684"
"全域","１０－１２月","1980年","兵庫県","男","総人口","  11歳","10730"
"全域","１０－１２月","1980年","奈良県","男","総人口","  11歳","2674"
"全域","１０－１２月","1980年","和歌山県","男","総人口","  11歳","2221"
"全域","１０－１２月","1980年","鳥取県","男","総人口","  11歳","1032"
"全域","１０－１２月","1980年","島根県","男","総人口","  11歳","1392"
"全域","１０－１２月","1980年","岡山県","男","総人口","  11歳","3572"
"全域","１０－１２月","1980年","広島県","男","総人口","  11歳","5393"
"全域","１０－１２月","1980年","山口県","男","総人口","  11歳","3071"
"全域","１０－１２月","1980年","徳島県","男","総人口","  11歳","1521"
"全域","１０－１２月","1980年","香川県","男","総人口","  11歳","1820"
"全域","１０－１２月","1980年","愛媛県","男","総人口","  11歳","2962"
"全域","１０－１２月","1980年","高知県","男","総人口","  11歳","1494"
"全域","１０－１２月","1980年","福岡県","男","総人口","  11歳","8425"
"全域","１０－１２月","1980年","佐賀県","男","総人口","  11歳","1703"
"全域","１０－１２月","1980年","長崎県","男","総人口","  11歳","3412"
"全域","１０－１２月","1980年","熊本県","男","総人口","  11歳","3186"
"全域","１０－１２月","1980年","大分県","男","総人口","  11歳","2311"
"全域","１０－１２月","1980年","宮崎県","男","総人口","  11歳","2302"
"全域","１０－１２月","1980年","鹿児島県","男","総人口","  11歳","3346"
"全域","１０－１２月","1980年","沖縄県","男","総人口","  11歳","2802"
"全域","総数","1980年","全国","男","総人口","  12歳","947950"
"全域","総数","1980年","全国市部","男","総人口","  12歳","726411"
"全域","総数","1980年","全国郡部","男","総人口","  12歳","221539"
"全域","総数","1980年","北海道","男","総人口","  12歳","44615"
"全域","総数","1980年","青森県","男","総人口","  12歳","13497"
"全域","総数","1980年","岩手県","男","総人口","  12歳","11749"
"全域","総数","1980年","宮城県","男","総人口","  12歳","15935"
"全域","総数","1980年","秋田県","男","総人口","  12歳","9277"
"全域","総数","1980年","山形県","男","総人口","  12歳","9000"
"全域","総数","1980年","福島県","男","総人口","  12歳","15755"
"全域","総数","1980年","茨城県","男","総人口","  12歳","21230"
"全域","総数","1980年","栃木県","男","総人口","  12歳","14124"
"全域","総数","1980年","群馬県","男","総人口","  12歳","15289"
"全域","総数","1980年","埼玉県","男","総人口","  12歳","49648"
"全域","総数","1980年","千葉県","男","総人口","  12歳","41535"
"全域","総数","1980年","東京都","男","総人口","  12歳","85171"
"全域","総数","1980年","神奈川県","男","総人口","  12歳","58343"
"全域","総数","1980年","新潟県","男","総人口","  12歳","19250"
"全域","総数","1980年","富山県","男","総人口","  12歳","8351"
"全域","総数","1980年","石川県","男","総人口","  12歳","8718"
"全域","総数","1980年","福井県","男","総人口","  12歳","6337"
"全域","総数","1980年","山梨県","男","総人口","  12歳","6585"
"全域","総数","1980年","長野県","男","総人口","  12歳","16070"
"全域","総数","1980年","岐阜県","男","総人口","  12歳","16584"
"全域","総数","1980年","静岡県","男","総人口","  12歳","28591"
"全域","総数","1980年","愛知県","男","総人口","  12歳","53527"
"全域","総数","1980年","三重県","男","総人口","  12歳","13804"
"全域","総数","1980年","滋賀県","男","総人口","  12歳","8649"
"全域","総数","1980年","京都府","男","総人口","  12歳","19422"
"全域","総数","1980年","大阪府","男","総人口","  12歳","72946"
"全域","総数","1980年","兵庫県","男","総人口","  12歳","42149"
"全域","総数","1980年","奈良県","男","総人口","  12歳","10005"
"全域","総数","1980年","和歌山県","男","総人口","  12歳","8797"
"全域","総数","1980年","鳥取県","男","総人口","  12歳","4259"
"全域","総数","1980年","島根県","男","総人口","  12歳","5714"
"全域","総数","1980年","岡山県","男","総人口","  12歳","14143"
"全域","総数","1980年","広島県","男","総人口","  12歳","21666"
"全域","総数","1980年","山口県","男","総人口","  12歳","12152"
